회사명,거래소코드,회계년도,[제조]1주당매출액
(주)아이에이치큐,003560,2020/12,543.52
(주)아이엘사이언스,307180,2020/12,733.56
(주)아이엠,101390,2020/12,506.07
(주)아이엠비씨,052220,2020/12,1521.57
(주)아이오케이컴퍼니,078860,2020/12,413.16
(주)아이윈,090150,2020/12,8449.02
(주)아이윈플러스,123010,2020/12,200.89
(주)아이즈비전,031310,2020/12,1106.71
(주)아이컴포넌트,059100,2020/12,4117.93
(주)아이퀘스트,262840,2020/12,1558.21
(주)아이톡시,052770,2020/12,1164.69
(주)아이티센,124500,2020/12,6003.23
(주)아이티아이즈,372800,2020/12,1282838.33
(주)아이티엑스에이아이,099520,2020/12,1404.43
(주)아이티엠반도체,084850,2020/12,15714.21
(주)아이패밀리에스씨,114840,2020/12,24177.7
(주)아즈텍더블유비이,032080,2020/12,1677.27
(주)아진엑스텍,059120,2020/12,3260.9
(주)아톤,158430,2020/12,5591.45
(주)아프리카티비,067160,2020/12,16266.04
(주)안랩,053800,2020/12,17238.86
(주)안트로젠,065660,2020/12,461.7
(주)알로이스,297570,2020/12,1478.67
(주)알루코,001780,2020/12,3132.98
(주)알비더블유,361570,2020/12,87044.62
(주)알에프세미,096610,2020/12,3977.91
(주)알에프텍,061040,2020/12,3821.54
(주)알엔투테크놀로지,148250,2020/12,3388.95
(주)알체라,347860,2020/12,2420.87
(주)알테오젠,196170,2020/12,1876.39
(주)알톤스포츠,123750,2020/12,3420.11
(주)알티캐스트,085810,2020/12,1129.29
(주)알파홀딩스,117670,2020/12,3219.38
(주)압타머사이언스,291650,2020/12,30.43
(주)애니플러스,310200,2020/12,394.93
(주)애드바이오텍,179530,2020/12,4265.11
(주)액션스퀘어,205500,2020/12,153.27
(주)액토즈소프트,052790,2020/12,3903.01
(주)액트로,290740,2020/12,3274.76
(주)앤디포스,238090,2020/12,1214.42
(주)앤씨앤,092600,2020/12,3861.36
(주)앱코,129890,2020/12,23784.79
(주)야스,255440,2020/12,4206.97
(주)양지사,030960,2020/06,3057
(주)어스앤에어로스페이스,263540,2020/12,1520.71
(주)얼라인드제네틱스,238120,2020/12,1930.37
(주)에너토크,019990,2020/12,2332.66
(주)에넥스,011090,2020/12,3855.12
(주)에스디생명공학,217480,2020/12,4489.63
(주)에스디시스템,121890,2020/12,2351.11
(주)에스비비테크,389500,2020/12,14540.2
(주)에스비에스,034120,2020/12,41464.91
(주)에스비에스콘텐츠허브,046140,2020/12,6494.48
(주)에스씨디,042110,2020/12,3658.36
(주)에스아이리소스,065420,2020/12,207.82
(주)에스앤더블류,103230,2020/12,4652.2
(주)에스앤디,260970,2020/12,186197.32
(주)에스앤에스텍,101490,2020/12,4427.31
(주)에스에너지,095910,2020/12,11217.83
(주)에스에스알,275630,2020/12,1775.23
(주)에스에이엠티,031330,2020/12,12405.2
(주)에스에이티,060540,2020/12,639.7
(주)에스에이티이엔지,351320,2020/12,
(주)에스에프에이,056190,2020/12,23264.76
(주)에스에프에이반도체,036540,2020/12,3303.13
(주)에스엘바이오닉스,214310,2020/12,836.26
(주)에스엠라이프디자인그룹,063440,2020/12,556.8
(주)에스엠벡셀,010580,2020/12,1094.9
(주)에스엠엔터테인먼트,041510,2020/12,12904.42
(주)에스엠컬처앤콘텐츠,048550,2020/12,1381
(주)에스엠코어,007820,2020/12,5192.98
(주)에스원,012750,2020/12,57608.52
(주)에스제이그룹,306040,2020/12,9329.21
(주)에스제이엠,123700,2020/12,3785.99
(주)에스제이엠홀딩스,025530,2020/12,284.08
(주)에스지글로벌,001380,2020/12,1780.48
(주)에스지세계물산,004060,2020/12,824.18
(주)에스지엔지,040610,2020/12,1184.89
(주)에스코넥,096630,2020/12,609.57
(주)에스텍파마,041910,2020/12,5135.4
(주)에스티아이,039440,2020/12,16435.81
(주)에스티오,098660,2020/12,5461.53
(주)에스티큐브,052020,2020/12,336.63
(주)에스폴리텍,050760,2020/12,8275.01
(주)에스피시스템스,317830,2020/12,3494.08
(주)에스피씨삼립,005610,2020/12,146651.94
(주)에스피지,058610,2020/12,10821.29
(주)에쎈테크,043340,2020/12,694.71
(주)에이디칩스,054630,2020/12,396.57
(주)에이디테크놀로지,200710,2020/12,30182.92
(주)에이루트,096690,2020/12,658.45
(주)에이블씨엔씨,078520,2020/12,8344.41
(주)에이비프로바이오,195990,2020/12,109.71
(주)에이스침대,003800,2020/12,26065.57
(주)에이스테크놀로지,088800,2020/12,3142.62
(주)에이스토리,241840,2020/12,2371.25
(주)에이엔피,015260,2020/12,991.46
(주)에이치비테크놀러지,078150,2020/12,3079.65
(주)에이치시티,072990,2020/12,7384.47
(주)에이치알에스,036640,2020/12,3974.15
(주)에이치앤비디자인,227100,2020/12,12937.65
(주)에이치엘사이언스,239610,2020/12,27816.39
(주)에이치와이티씨,148930,2020/12,2831.73
(주)에이치케이,044780,2020/12,2616.97
(주)에이치피에스피,403870,2020/12,151047.84
(주)에이치피오,357230,2020/12,4911779.58
(주)에이텍,045660,2020/12,11883.57
(주)에이텍티앤,224110,2020/12,4995.43
(주)에이트원,230980,2020/12,458.65
(주)에이티넘인베스트먼트,021080,2020/12,
(주)에이티세미콘,089530,2020/12,1434.41
(주)에이팩트,200470,2020/12,2827.33
(주)에이프로,262260,2020/12,8679.8
(주)에이프로젠,007460,2020/12,396.49
(주)에이프로젠헬스케어앤게임즈,109960,2020/12,58.72
(주)에이프릴바이오,397030,2020/12,0
(주)에이플러스에셋어드바이저,244920,2020/12,10646.41
(주)에치에프알,230240,2020/12,6029.02
(주)에코마케팅,230360,2020/12,3468.28
(주)에코프로,086520,2020/12,4607.35
(주)에코프로비엠,247540,2020/12,41012.72
(주)에프알텍,073540,2020/12,2127.78
(주)에프앤가이드,064850,2020/12,1915.63
(주)에프앤리퍼블릭,064090,2020/12,429.51
(주)에프앤에프홀딩스,007700,2020/12,52174.72
(주)에프에스엔,214270,2020/12,320.99
(주)에프에스티,036810,2020/12,8042.55
(주)에프엔씨엔터테인먼트,173940,2020/12,3629.56
(주)엑사이엔씨,054940,2020/12,4289.89
(주)엑서지21,043090,2020/12,145.82
(주)엑세스바이오인코퍼레이션,950130,2020/12,3240.81
(주)엑셈,205100,2020/12,855.7
(주)엑시콘,092870,2020/12,6617.54
(주)엔바이오니아,317870,2020/12,1095.64
(주)엔비티,236810,2020/12,119138.03
(주)엔시스,333620,2020/12,3638731.87
(주)엔씨소프트,036570,2020/12,102142.15
(주)엔아이스틸,008260,2020/12,6733.25
(주)엔에스,217820,2020/12,6157.49
(주)엔에스엔,031860,2020/12,271.22
(주)엔에이치엔벅스,104200,2020/12,4568.97
(주)엔에프씨,265740,2020/12,4877.82
(주)엔이능률,053290,2020/12,4756.31
(주)엔젠바이오,354200,2020/12,1377.83
(주)엔지스테크널러지,208860,2020/12,278.78
(주)엔지켐생명과학,183490,2020/12,3149.36
(주)엔케이,085310,2020/12,866.86
(주)엔케이맥스,182400,2020/12,287.89
(주)엔켐,348370,2020/12,203795.23
(주)엔텔스,069410,2020/12,8049.01
(주)엔투텍,227950,2020/06,1276.89
(주)엔피,291230,2020/12,
(주)엔피디,198080,2020/12,6774.22
(주)엔피케이,048830,2020/12,3102.42
(주)엘디티,096870,2020/12,1809.8
(주)엘비루셈,376190,2020/12,101830.25
(주)엘아이에스,138690,2020/12,12847.89
(주)엘앤씨바이오,290650,2020/12,3779.16
(주)엘앤에프,066970,2020/12,14377.47
(주)엘앤케이바이오메드,156100,2020/12,1524.24
(주)엘에스,006260,2020/12,5147.42
(주)엘에스네트웍스,000680,2020/12,2276.5
(주)엘에프,093050,2020/12,38162.43
(주)엘엑스세미콘,108320,2020/12,71438.44
(주)엘엑스세미콘,108320,2020/12,71438.44
(주)엘엑스인터내셔널,001120,2020/12,84061.92
(주)엘엑스하우시스,108670,2020/12,259651
(주)엘엠에스,073110,2020/12,10353.54
(주)엘오티베큠,083310,2020/12,12207.17
(주)엘지,003550,2020/12,5778.08
(주)엘지생활건강,051900,2020/12,249366.94
(주)엘지에너지솔루션,373220,2020/12,
(주)엘지유플러스,032640,2020/12,28292.62
(주)엘지헬로비전,037560,2020/12,13635.25
(주)엘지화학,051910,2020/12,266092.3
(주)엠게임,058630,2020/12,2160.05
(주)엠디에스테크,086960,2020/12,11832.68
(주)엠로,058970,2020/12,7471.56
(주)엠씨넥스,097520,2020/12,65219.02
(주)엠아이텍,179290,2020/12,1321.45
(주)엠에스씨,009780,2020/12,8253
(주)엠에스오토텍,123040,2020/12,6607.4
(주)엠투아이코퍼레이션,347890,2020/12,4429.71
(주)엠투엔,033310,2020/12,974.09
(주)엠플러스,259630,2020/12,30616
(주)엠피대산,065150,2020/12,578.5
(주)엠피씨플러스,050540,2020/12,2853.92
(주)연우,115960,2020/12,19813.92
(주)연이비앤티,090740,2020/12,288.77
(주)영림원소프트랩,060850,2020/12,6867.02
(주)영우디에스피,143540,2020/12,2976.88
(주)영원무역,111770,2020/12,25741.3
(주)영원무역홀딩스,009970,2020/12,1777.43
(주)영풍,000670,2020/12,669567.69
(주)영흥,012160,2020/12,2171.7
(주)예림당,036000,2020/12,725.08
(주)예선테크,250930,2020/12,579.31
(주)예스코홀딩스,015360,2020/12,3000.67
(주)예스티,122640,2020/12,4253.02
(주)오공,045060,2020/12,3377.5
(주)오디텍,080520,2020/12,3157.14
(주)오뚜기,007310,2020/12,639406.87
(주)오로스테크놀로지,322310,2020/12,2382.16
(주)오르비텍,046120,2020/12,1997.53
(주)오리엔탈정공,014940,2020/12,1515.11
(주)오리엔트바이오,002630,2020/03,145.05
(주)오리엔트정공,065500,2020/12,430.86
(주)오리온,271560,2020/12,19456.21
(주)오리온홀딩스,001800,2020/12,415.86
(주)오리콤,010470,2020/12,7088.9
(주)오비고,352910,2020/12,1539.3
(주)오스코텍,039200,2020/12,779.46
(주)오스테오닉,226400,2020/12,999.83
(주)오스템,031510,2020/12,4104.14
(주)오에스피,368970,2020/12,
(주)오이솔루션,138080,2020/12,9711.09
(주)오킨스전자,080580,2020/12,5986.55
(주)오텍,067170,2020/12,8778.99
(주)오파스넷,173130,2020/12,27813.24
(주)오픈베이스,049480,2020/12,1922.37
(주)오하임아이엔티,309930,2020/12,1408.04
(주)옵투스제약,131030,2020/12,3672.06
(주)옵트론텍,082210,2020/12,5922.67
(주)옵티팜,153710,2020/12,907.36
(주)와이더플래닛,321820,2020/12,5026.67
(주)와이비엠넷,057030,2020/12,3224.75
(주)와이솔,122990,2020/12,6584.78
(주)와이어블,065530,2020/12,1682.94
(주)와이엔텍,067900,2020/12,5493.26
(주)와이엠텍,273640,2020/12,3590.45
(주)와이오엠,066430,2020/12,2143.98
(주)와이제이엠게임즈,193250,2020/12,85.74
(주)와이즈버즈,273060,2020/12,258.03
(주)와이지-원,019210,2020/12,8688.59
(주)와이지엔터테인먼트,122870,2020/12,8440.15
(주)와이지플러스,037270,2020/12,1186.8
(주)와이투솔루션,011690,2020/12,1836.67
(주)와이티엔,040300,2020/12,3017.38
(주)와이팜,332570,2020/12,5587.38
(주)용평리조트,070960,2020/12,2641.63
(주)우리금융지주,316140,2020/12,
(주)우리기술,032820,2020/12,316.71
(주)우리넷,115440,2020/12,5729.64
(주)우리로,046970,2020/12,3456.64
(주)우성,006980,2020/12,11324.16
(주)우신시스템,017370,2020/12,6190.74
(주)우양,103840,2020/12,9332.26
(주)우정바이오,215380,2020/12,3348.55
(주)우주일렉트로닉스,065680,2020/12,19593.61
(주)우진,105840,2020/12,1960.95
(주)우진아이엔에스,010400,2020/12,18424.46
(주)우진플라임,049800,2020/12,19985.41
(주)웅진,016880,2020/12,2017.07
(주)웅진씽크빅,095720,2020/12,5152.04
(주)원림,005820,2020/12,17470.16
(주)원바이오젠,307280,2020/12,0
(주)원방테크,053080,2020/12,41819.73
(주)원익,032940,2020/12,2534.37
(주)원익머트리얼즈,104830,2020/12,21303.1
(주)원익아이피에스,240810,2020/12,22223.57
(주)원익큐브,014190,2020/12,5432.68
(주)원익큐엔씨,074600,2020/12,9008.84
(주)원익피앤이,131390,2020/12,8022.75
(주)원익홀딩스,030530,2020/12,4489.27
(주)원일특강,012620,2020/12,54282.61
(주)원준,382840,2020/12,
(주)원티드랩,376980,2020/12,
(주)원풍,008370,2020/12,6133.79
(주)월덱스,101160,2020/12,7147.54
(주)웨이버스,336060,2020/12,
(주)웨이브일렉트로닉스,095270,2020/12,2362.56
(주)웰크론,065950,2020/12,4380.94
(주)웰크론한텍,076080,2020/12,10054.91
(주)웹스,196700,2020/12,1959.53
(주)웹젠,069080,2020/12,8155.95
(주)위니아,071460,2020/12,16589.02
(주)위니아에이드,377460,2020/12,419972.2
(주)위닉스,044340,2020/12,20299.27
(주)위드텍,348350,2020/12,534498.53
(주)위메이드,112040,2020/12,2121.67
(주)위메이드맥스,101730,2020/12,1328.27
(주)위메이드플레이,123420,2020/12,9475.9
(주)위세아이텍,065370,2020/12,5751.3
(주)위스컴,024070,2020/12,6166.91
(주)위지윅스튜디오,299900,2020/12,642.73
(주)위지트,036090,2020/12,350.59
(주)윈스,136540,2020/12,7348.73
(주)윈팩,097800,2020/12,2930.39
(주)윈하이텍,192390,2020/12,6833.34
(주)윌링스,313760,2020/12,13006.77
(주)윌비스,008600,2020/12,2600.24
(주)윙스풋,335870,2020/12,
(주)유니드,014830,2020/12,63717.96
(주)유니온,000910,2020/12,6129.03
(주)유니온커뮤니티,203450,2020/12,2983.17
(주)유니켐,011330,2020/12,1712.18
(주)유니크,011320,2020/12,10958.48
(주)유니테스트,086390,2020/12,5356.7
(주)유니테크노,241690,2020/12,5754.33
(주)유니트론텍,142210,2020/12,17693.8
(주)유라테크,048430,2020/12,15133.3
(주)유바이오로직스,206650,2020/12,933.54
(주)유비케어,032620,2020/12,1919.88
(주)유비쿼스,264450,2020/12,21557.74
(주)유비쿼스홀딩스,078070,2020/12,320.75
(주)유성티엔에스,024800,2020/12,8949.5
(주)유수홀딩스,000700,2020/12,532.87
(주)유신,054930,2020/12,70752.97
(주)유씨아이,038340,2020/12,270.27
(주)유아이디,069330,2020/12,2412.01
(주)유에스티,263770,2020/12,2140.65
(주)유유제약,000220,2020/12,10594.26
(주)유일로보틱스,388720,2020/12,279523.89
(주)유진로봇,056080,2020/12,656.77
(주)유진테크,084370,2020/12,7022.62
(주)유테크,178780,2020/12,948.33
(주)유티아이,179900,2020/12,3200.85
(주)유틸렉스,263050,2020/12,273.59
(주)유한양행,000100,2020/12,115221.91
(주)육일씨엔에쓰,191410,2020/12,2341.28
(주)율호,072770,2020/12,1655.79
(주)이건홀딩스,039020,2020/12,308.96
(주)이글루코퍼레이션,067920,2020/12,7404.59
(주)이글벳,044960,2020/12,3192.29
(주)이노룰스,296640,2020/12,17423.15
(주)이노메트리,302430,2020/12,2123.7
(주)이노션,214320,2020/12,16219.85
(주)이노와이어리스,073490,2020/12,9382.19
(주)이노인스트루먼트,215790,2020/12,188.35
(주)이노테라피,246960,2020/12,112.64
(주)이녹스,088390,2020/12,929.94
(주)이녹스첨단소재,272290,2020/12,34491.07
(주)이라이콤,041520,2020/12,17066.15
(주)이랜시스,264850,2020/12,1518.11
(주)이랜텍,054210,2020/12,6074.31
(주)이루다,164060,2020/12,3613.45
(주)이루온,065440,2020/12,788.33
(주)이마트,139480,2020/12,509895.54
(주)이미지스테크놀로지,115610,2020/12,2328.35
(주)이브이수성,084180,2020/12,1464.7
(주)이브이첨단소재,131400,2020/12,2000.75
(주)이상네트웍스,080010,2020/12,2643.54
(주)이수앱지스,086890,2020/12,961.76
(주)이수페타시스,007660,2020/12,8119.23
(주)이수화학,005950,2020/12,47943.66
(주)이스타코,015020,2020/12,137.51
(주)이스트소프트,047560,2020/12,2327.37
(주)이씨에스텔레콤,067010,2020/03,5158.5
(주)이아이디,093230,2020/12,107.83
(주)이엔드디,101360,2020/12,13842.24
(주)이엔에프테크놀로지,102710,2020/12,28495.29
(주)이엔코퍼레이션,066980,2020/12,85.49
(주)이엔플러스,074610,2020/12,641.82
(주)이엘피,063760,2020/12,5267.06
(주)이엠넷,123570,2020/12,1142.18
(주)이엠앤아이,083470,2020/12,210.27
(주)이엠텍,091120,2020/12,14910.22
(주)이오테크닉스,039030,2020/12,24840.04
(주)이원,017940,2020/12,519454.21
(주)이월드,084680,2020/12,927.21
(주)이즈미디어,181340,2020/12,3071.75
(주)이지,037370,2020/12,5627.21
(주)이지바이오,353810,2020/12,
(주)이지트로닉스,377330,2020/12,137040.9
(주)이지홀딩스,035810,2020/12,1010.67
(주)이크레더블,092130,2020/12,3456.23
(주)이퓨쳐,134060,2020/12,2251.57
(주)인디에프,014990,2020/12,2586.45
(주)인바디,041830,2020/12,5225.32
(주)인바이오젠,101140,2020/12,198.16
(주)인산가,277410,2020/12,1153.95
(주)인성정보,033230,2020/12,4884.12
(주)인스코비,006490,2020/12,285.37
(주)인지디스플레이,037330,2020/12,6189.3
(주)인지소프트,100030,2020/12,1420.55
(주)인콘,083640,2020/12,586.79
(주)인터로조,119610,2020/12,7524.8
(주)인터엠,017250,2020/09,3010.4
(주)인터플렉스,051370,2020/12,10665.7
(주)인텍플러스,064290,2020/12,4473.04
(주)인텔리안테크놀로지스,189300,2020/12,12400.89
(주)인트로메딕,150840,2020/12,220.33
(주)인트론바이오테크놀로지,048530,2020/12,1414.31
(주)인팩,023810,2020/12,17782.77
(주)인포마크,175140,2020/12,11908.79
(주)인포바인,115310,2020/12,5851.91
(주)인피니트헬스케어,071200,2020/12,1514.81
(주)일승,333430,2020/12,
(주)일신바이오베이스,068330,2020/12,475.74
(주)일신석재,007110,2020/12,758.39
(주)일야,058450,2020/12,120.37
(주)일지테크,019540,2020/12,9186.25
(주)일진파워,094820,2020/12,6962.97
(주)잇츠한불,226320,2020/12,2579.44
(주)잉크테크,049550,2020/12,2791.81
(주)자비스,254120,2020/12,604.6
(주)자연과환경,043910,2020/12,545.64
(주)자이언트스텝,289220,2020/12,2207.07
(주)장원테크,174880,2020/12,271.73
(주)저스템,417840,2020/12,93274.04
(주)정다운,208140,2020/12,6034.51
(주)정상제이엘에스,040420,2020/12,5360.42
(주)정원엔시스,045510,2020/12,4294.74
(주)제넥신,095700,2020/12,779
(주)제넨바이오,072520,2020/12,122.54
(주)제노레이,122310,2020/12,4082.41
(주)제노코,361390,2020/12,17594.91
(주)제노포커스,187420,2020/12,756.22
(주)제놀루션,225220,2020/12,21987.57
(주)제닉,123330,2020/12,6020.31
(주)제로투세븐,159580,2020/12,6967.64
(주)제우스,079370,2020/12,20428.07
(주)제이브이엠,054950,2020/12,15850.59
(주)제이스텍,090470,2020/12,7840.13
(주)제이시스메디칼,287410,2020/12,
(주)제이아이테크,417500,2020/12,157273.43
(주)제이앤티씨,204270,2020/12,2105.14
(주)제이에스코퍼레이션,194370,2020/12,12082.14
(주)제이에스티나,026040,2020/12,3622.29
(주)제이엘케이,322510,2020/12,299.52
(주)제이와이피엔터테인먼트,035900,2020/12,3662.74
(주)제이웨이,058420,2020/12,249.3
(주)제이티,089790,2020/12,4324.45
(주)제이티씨,950170,2020/02,13831.96
(주)제일기획,030000,2020/12,7568.46
(주)제일바이오,052670,2020/12,1266.61
(주)제일테크노스,038010,2020/12,14604.21
(주)제주반도체,080220,2020/12,3396.41
(주)제주은행,006220,2020/12,
(주)제주항공,089590,2020/12,14191.08
(주)제테마,216080,2020/12,1192.88
(주)젠큐릭스,229000,2020/12,247.65
(주)젬백스&카엘,082270,2020/12,1672.46
(주)젬백스링크,064800,2020/12,1229.72
(주)조비,001550,2020/12,14185.51
(주)조이시티,067000,2020/12,11662.15
(주)조흥,002600,2020/12,371007.16
(주)종근당,185750,2020/12,119472.81
(주)종근당바이오,063160,2020/12,22662.22
(주)종근당홀딩스,001630,2020/12,4702.98
(주)좋은사람들,033340,2020/12,2486.15
(주)주연테크,044380,2020/12,1156.56
(주)중앙디앤엠,051980,2020/12,133.44
(주)중앙백신연구소,072020,2020/12,3646.34
(주)중앙에너비스,000440,2020/12,8599.97
(주)지노믹트리,228760,2020/12,88.77
(주)지놈앤컴퍼니,314130,2020/12,13.87
(주)지누스,013890,2020/12,14139.52
(주)지니뮤직,043610,2020/12,4249.6
(주)지니틱스,303030,2020/12,1144.02
(주)지란지교시큐리티,208350,2020/12,2886.79
(주)지씨셀,144510,2020/12,7520.52
(주)지아이텍,382480,2020/12,6735.48
(주)지앤비에스엔지니어링,382800,2020/12,8209.82
(주)지어소프트,051160,2020/12,3761.5
(주)지에스,078930,2020/12,3234.27
(주)지에스글로벌,001250,2020/12,28154.96
(주)지에스리테일,007070,2020/12,111288.87
(주)지에스이,053050,2020/12,4028.38
(주)지엔씨에너지,119850,2020/12,7198.55
(주)지엔코,065060,2020/12,841.52
(주)지오엘리먼트,311320,2020/12,2865.17
(주)지투알,035000,2020/12,1925.66
(주)지티지웰니스,219750,2020/12,1306.93
(주)진도,088790,2020/12,4370.49
(주)진로발효,018120,2020/12,15090.4
(주)진매트릭스,109820,2020/12,803.96
(주)진바이오텍,086060,2020/12,2867.14
(주)진성티이씨,036890,2020/12,8965.78
(주)진시스템,363250,2020/12,
(주)진양홀딩스,100250,2020/12,231.14
(주)진에어,272450,2020/12,9058.97
(주)차바이오텍,085660,2020/12,509.81
(주)차백신연구소,261780,2020/12,
(주)창해에탄올,004650,2020/12,11001.48
(주)천보,278280,2020/12,8954.31
(주)천일고속,000650,2020/12,21801.7
(주)청담글로벌,362320,2020/12,
(주)체리부로,066360,2020/12,9975.4
(주)체시스,033250,2020/06,1518.03
(주)초록뱀미디어,047820,2020/12,184.52
(주)초록뱀이앤엠,131100,2020/06,676.63
(주)초록뱀컴퍼니,052300,2020/12,61.74
(주)초록뱀헬스케어,118000,2020/12,162.97
(주)칩스앤미디어,094360,2020/12,1597.52
(주)카나리아바이오,016790,2020/12,17474.55
(주)카스,016920,2020/12,5287.87
(주)카이노스메드,284620,2020/12,0
(주)카카오,035720,2020/12,20173.44
(주)카카오게임즈,293490,2020/12,6770.72
(주)카카오뱅크,323410,2020/12,
(주)카카오페이,377300,2020/12,12932.45
(주)카프로,006380,2020/12,6368.07
(주)캐리소프트,317530,2020/12,518.41
(주)캐스텍코리아,071850,2020/12,5171.56
(주)캠시스,050110,2020/12,8588.6
(주)컴투스,078340,2020/12,39094.25
(주)컴투스홀딩스,063080,2020/12,9568.61
(주)케스피온,079190,2020/12,414.7
(주)케어랩스,263700,2020/12,6996.96
(주)케어젠,214370,2020/12,5612.09
(주)케이비지,318000,2020/12,2433.97
(주)케이사인,192250,2020/12,480.65
(주)케이씨,029460,2020/12,11495.19
(주)케이씨씨,002380,2020/12,233028.39
(주)케이씨씨건설,021320,2020/12,51477.23
(주)케이씨씨글라스,344820,2020/12,
(주)케이씨아이,036670,2020/12,6499.67
(주)케이씨에스,115500,2020/12,2542.5
(주)케이씨텍,281820,2020/12,16124.26
(주)케이씨티,089150,2020/12,1194.01
(주)케이씨티시,009070,2020/12,11775.7
(주)케이씨피드,025880,2020/12,3859.27
(주)케이아이엔엑스,093320,2020/12,12556.39
(주)케이에스에스해운,044450,2020/12,9738.96
(주)케이에스피,073010,2020/12,1089.67
(주)케이에이치바텍,060720,2020/12,1135.05
(주)케이에이치필룩스,033180,2020/12,765.88
(주)케이엑스이노베이션,122450,2020/12,1509.73
(주)케이엑스하이텍,052900,2020/12,1594.12
(주)케이엔더블유,105330,2020/12,3175.07
(주)케이엔엔,058400,2020/12,376.18
(주)케이엔제이,272110,2020/12,6744.14
(주)케이엘넷,039420,2020/12,1617.21
(주)케이엠,083550,2020/12,13911.32
(주)케이엠더블유,032500,2020/12,8198.87
(주)케이옥션,102370,2020/12,27547.19
(주)케이이씨,092220,2020/12,1631.98
(주)케이지모빌리언스,046440,2020/12,5462.68
(주)케이지이니시스,035600,2020/12,18485.26
(주)케이티,030200,2020/12,68473.66
(주)케이티서브마린,060370,2020/12,2384.74
(주)케이티스카이라이프,053210,2020/12,13809.63
(주)케이티씨에스,058850,2020/12,11996.55
(주)케이티아이에스,058860,2020/12,13034.86
(주)케이티알파,036030,2020/12,9780.59
(주)케이티앤지,033780,2020/12,25022.37
(주)케이프,064820,2020/12,1566.56
(주)케이피에스,256940,2020/12,1014.39
(주)케이피에프,024880,2020/12,14041.96
(주)케이피엠테크,042040,2020/12,217.06
(주)케이피티유,054410,2020/12,5120.75
(주)케일럼,258610,2020/12,980.88
(주)켐온,217600,2020/12,387.83
(주)켐트로닉스,089010,2020/12,20430.06
(주)켐트로스,220260,2020/12,1654.04
(주)코난테크놀로지,402030,2020/12,
(주)코다코,046070,2020/12,4762.4
(주)코데즈컴바인,047770,2020/12,806.55
(주)코디,080530,2020/12,1427.16
(주)코렌텍,104540,2020/12,3612.8
(주)코리아나화장품,027050,2020/12,1835.7
(주)코리아센터,290510,2020/12,3062
(주)코리아써키트,007810,2020/12,20569.76
(주)코리아에스이,101670,2020/12,575.32
(주)코맥스,036690,2020/12,8633.86
(주)코메론,049430,2020/12,6537.14
(주)코미코,183300,2020/12,10770.28
(주)코미팜,041960,2020/12,592.38
(주)코세스,089890,2020/12,3787.46
(주)코센,009730,2020/12,308.83
(주)코스나인,082660,2020/12,771.47
(주)코스메카코리아,241710,2020/12,18459.38
(주)코스온,069110,2020/12,3329.34
(주)코아스,071950,2020/12,3157.41
(주)코아시아,045970,2020/12,10713.01
(주)코아시아옵틱스,196450,2020/12,564.42
(주)코엔텍,029960,2020/12,1416.6
(주)코오롱,002020,2020/12,3940.82
(주)코원플레이,056000,2020/12,873.92
(주)코윈테크,282880,2020/12,4348.17
(주)코이즈,121850,2020/12,2271.49
(주)코콤,015710,2020/12,6784.2
(주)코텍,052330,2020/12,11983.42
(주)코퍼스코리아,322780,2020/12,239.65
(주)코프라,126600,2020/12,5255.55
(주)콘텐트리중앙,036420,2020/12,1790.64
(주)콤텍시스템,031820,2020/12,2845.89
(주)쿠콘,294570,2020/12,7454.22
(주)퀀타매트릭스,317690,2020/12,138.21
(주)큐라클,365270,2020/12,0
(주)큐로,015590,2020/12,777.01
(주)큐로컴,040350,2020/12,88.32
(주)큐로홀딩스,051780,2020/12,346.99
