회사명,거래소코드,회계년도,[제조]1주당매출액
(주)큐리언트,115180,2020/12,13.17
(주)큐브엔터테인먼트,182360,2020/12,1029.81
(주)큐에스아이,066310,2020/12,2778.79
(주)크라운제과,264900,2020/12,28692.7
(주)크라운해태홀딩스,005740,2020/12,1087.75
(주)크래프톤,259960,2020/12,11862.17
(주)크레버스,096240,2020/12,12011.05
(주)크리스에프앤씨,110790,2020/12,24850.24
(주)크린앤사이언스,045520,2020/12,23071.64
(주)클라우드에어,036170,2020/12,338.25
(주)클래시스,214150,2020/12,1172.38
(주)클리노믹스,352770,2020/12,726.6
(주)클리오,237880,2020/12,12306.68
(주)키다리스튜디오,020120,2020/12,2384.57
(주)키이스트,054780,2020/12,552.89
(주)타이거일렉,219130,2020/12,6897.32
(주)탑엔지니어링,065130,2020/12,9748.77
(주)탑코미디어,134580,2020/12,1774.78
(주)태경비케이,014580,2020/12,4288.34
(주)태광,023160,2020/12,7109.59
(주)태성,323280,2020/12,
(주)태양,053620,2020/12,16398.66
(주)태영건설,009410,2020/12,32493.5
(주)태웅,044490,2020/12,17213.83
(주)태웅로직스,124560,2020/12,17357.1
(주)테라젠이텍스,066700,2020/12,1845.94
(주)테스,095610,2020/12,12382.7
(주)테이팩스,055490,2020/12,24952.87
(주)테크윙,089030,2020/12,9929.84
(주)텔레칩스,054450,2020/12,7458.78
(주)텔레필드,091440,2020/12,3669.62
(주)텔콘알에프제약,200230,2020/12,351.19
(주)토니모리,214420,2020/12,5538.03
(주)토박스코리아,215480,2020/12,618.72
(주)토비스,051360,2020/12,16218.34
(주)토탈소프트뱅크,045340,2020/12,1418.95
(주)톱텍,108230,2020/12,7368.8
(주)투비소프트,079970,2020/12,1063.49
(주)툴젠,199800,2020/12,108.7
(주)트루윈,105550,2020/12,3146.48
(주)트윔,290090,2020/12,3044.13
(주)특수건설,026150,2020/12,12325.77
(주)티라유텍,322180,2020/12,6371.85
(주)티로보틱스,117730,2020/12,11764.15
(주)티비씨,033830,2020/12,351.04
(주)티비에이치글로벌,084870,2020/12,8301.35
(주)티사이언티픽,057680,2020/12,235.07
(주)티씨케이,064760,2020/12,19546.87
(주)티앤알바이오팹,246710,2020/12,771.2
(주)티앤엘,340570,2020/12,12692.93
(주)티에스넥스젠,043220,2020/12,249.89
(주)티에스아이,277880,2020/12,5870.76
(주)티에스이,131290,2020/12,16423.94
(주)티에스인베스트먼트,246690,2020/12,
(주)티에스트릴리온,317240,2020/12,1202.13
(주)티에이치엔,019180,2020/12,17410.71
(주)티엘비,356860,2020/12,460279.53
(주)티엘아이,062860,2020/12,3515.56
(주)티엘엔지니어링,413300,2020/12,
(주)티와이홀딩스,363280,2020/12,
(주)티움바이오,321550,2020/12,44.7
(주)티웨이항공,091810,2020/12,5732.29
(주)티웨이홀딩스,004870,2020/12,100.3
(주)티케이케미칼,104480,2020/12,4521.98
(주)티플랙스,081150,2020/12,5464.58
(주)티피씨,130740,2020/12,3230.24
(주)티피씨메카트로닉스,048770,2020/12,5679.03
(주)파나진,046210,2020/12,506.18
(주)파라다이스,034230,2020/12,2352.56
(주)파라텍,033540,2020/12,6759.19
(주)파루,043200,2020/12,1064.21
(주)파마리서치,214450,2020/12,10442.83
(주)파멥신,208340,2020/12,8.64
(주)파버나인,177830,2020/12,6620.28
(주)파세코,037070,2020/12,14150.71
(주)파수,150900,2020/12,2926.23
(주)파워넷,037030,2020/12,11036.79
(주)파워로직스,047310,2020/12,24318.16
(주)파이버프로,368770,2020/12,
(주)파이오링크,170790,2020/12,5810.43
(주)파인디앤씨,049120,2020/12,2069.27
(주)파인디지털,038950,2020/12,8613.51
(주)파인테크닉스,106240,2020/12,2653.21
(주)파인텍,131760,2020/12,1485.42
(주)파커스,065690,2020/12,2479.22
(주)파크시스템스,140860,2020/12,9409.47
(주)파트론,091700,2020/12,20623.63
(주)판타지오,032800,2020/12,125.76
(주)팜스빌,318010,2020/12,4956.74
(주)팜스코,036580,2020/12,31646.29
(주)팜스토리,027710,2020/12,8623.31
(주)팬스타엔터프라이즈,054300,2020/12,612.4
(주)팬엔터테인먼트,068050,2020/12,1771.94
(주)팬젠,222110,2020/12,642.12
(주)퍼시스,016800,2020/12,24943.71
(주)펄어비스,263750,2020/12,30915.3
(주)펩트론,087010,2020/12,203.61
(주)포메탈,119500,2020/12,4407.15
(주)포바이포,389140,2020/12,
(주)포스코아이씨티,022100,2020/12,6155.19
(주)포스코엠텍,009520,2020/12,6133.12
(주)포스코인터내셔널,047050,2020/12,155824.29
(주)포스코케미칼,003670,2020/12,24990.82
(주)포시에스,189690,2020/06,2556.45
(주)포인트모바일,318020,2020/12,9244.2
(주)포인트엔지니어링,256630,2020/12,938.13
(주)포커스에이치엔에스,331380,2020/12,
(주)폴라리스세원,234100,2020/12,2376.4
(주)폴라리스오피스,041020,2020/12,502.19
(주)폴라리스우노,114630,2020/12,3611.68
(주)푸드나무,290720,2020/12,16861.74
(주)푸드웰,005670,2020/12,6689.02
(주)푸른기술,094940,2020/12,3531.65
(주)푸른상호저축은행,007330,2020/12,
(주)풀무원,017810,2020/12,2577.33
(주)풍강,093380,2020/08,6449.2
(주)풍산,103140,2020/12,69384.01
(주)풍산홀딩스,005810,2020/12,11550.71
(주)퓨런티어,370090,2020/12,13283.22
(주)퓨쳐켐,220100,2020/12,630.93
(주)프럼파스트,035200,2020/12,2498.37
(주)프로스테믹스,203690,2020/12,357.88
(주)프로이천,321260,2020/12,
(주)프로텍,053610,2020/12,6605.15
(주)프롬바이오,377220,2020/12,909849.1
(주)프리엠스,053160,2020/12,3029.1
(주)플래스크,041590,2020/12,613.64
(주)플래티어,367000,2020/12,
(주)플랜티넷,075130,2020/12,1007.79
(주)플레이그램,009810,2020/12,339.36
(주)플레이디,237820,2020/12,2411.96
(주)플레이위드,023770,2020/12,5031.74
(주)플리토,300080,2020/12,1090.43
(주)피델릭스,032580,2020/12,2231.62
(주)피씨디렉트,051380,2020/12,40876.49
(주)피에스엠씨,024850,2020/03,637.72
(주)피에이치씨,057880,2020/12,465.51
(주)피엔에이치테크,239890,2020/12,2137.42
(주)피엔티,137400,2020/12,16409.23
(주)피엔풍년,024940,2020/12,5769.03
(주)피제이메탈,128660,2020/12,5166.4
(주)피제이전자,006140,2020/12,6948.38
(주)피코그램,376180,2020/12,554814.26
(주)피플바이오,304840,2020/12,101.78
(주)피피아이,062970,2020/12,2347.79
(주)픽셀플러스,087600,2020/12,4785.44
(주)핀텔,291810,2020/12,
(주)필옵틱스,161580,2020/12,9094.2
(주)핌스,347770,2020/12,20258.24
(주)핑거,163730,2020/12,7383.26
(주)하나금융지주,086790,2020/12,
(주)하나기술,299030,2020/12,36266.9
(주)하나투어,039130,2020/12,5449.29
(주)하림,136480,2020/12,8505.13
(주)하림지주,003380,2020/12,163.49
(주)하이딥,365590,2020/12,
(주)하이로닉,149980,2020/12,756.12
(주)하이브,352820,2020/12,271517.47
(주)하이비젼시스템,126700,2020/12,11415.86
(주)하이소닉,106080,2020/12,711.38
(주)하이스틸,071090,2020/12,78318.29
(주)하이텍팜,106190,2020/12,10504.24
(주)하이트론씨스템즈,019490,2020/12,4931.22
(주)하츠,066130,2020/12,9771.75
(주)한국가구,004590,2020/12,886.36
(주)한국경제티브이,039340,2020/12,4056.66
(주)한국비엔씨,256840,2020/12,380.69
(주)한국전자홀딩스,006200,2020/12,104.34
(주)한국종합기술,023350,2020/12,26322.39
(주)한국카본,017960,2020/12,9315.68
(주)한국큐빅,021650,2020/12,2007.22
(주)한국테크놀로지,053590,2020/12,221.07
(주)한국토지신탁,034830,2020/12,
(주)한국특강,007280,2020/12,10940.19
(주)한국파마,032300,2020/12,8139.6
(주)한국팩키지,037230,2020/12,2259.83
(주)한국화장품제조,003350,2020/12,13678.35
(주)한글과컴퓨터,030520,2020/12,4474.38
(주)한네트,052600,2020/12,2114.13
(주)한농화성,011500,2020/12,13318.04
(주)한독,002390,2020/12,36126.45
(주)한독크린텍,256150,2020/12,14917.52
(주)한미글로벌건축사사무소,053690,2020/12,10620.46
(주)한빛소프트,047080,2020/12,1354.39
(주)한샘,009240,2020/12,73252.82
(주)한섬,020000,2020/12,48509.12
(주)한솔케미칼,014680,2020/12,40501.37
(주)한솔홈데코,025750,2020/12,3079.69
(주)한송네오텍,226440,2020/12,445.17
(주)한익스프레스,014130,2020/12,48763.52
(주)한일진공,123840,2020/12,196.22
(주)한진,002320,2020/12,161019.2
(주)한진중공업홀딩스,003480,2020/12,368.81
(주)한진칼,180640,2020/12,698.17
(주)한창,005110,2020/12,168.14
(주)한창제지,009460,2020/12,2873.9
(주)한컴라이프케어,372910,2020/12,407070.33
(주)한컴위드,054920,2020/12,891.35
(주)한탑,002680,2020/12,2214.44
(주)한화,000880,2020/12,40861.75
(주)해성티피씨,059270,2020/12,4648.43
(주)핸디소프트,220180,2020/12,911.04
(주)헥토이노베이션,214180,2020/12,4614.66
(주)헥토파이낸셜,234340,2020/12,8325.07
(주)헬릭스미스,084990,2020/12,160.67
(주)현대공업,170030,2020/12,12762.57
(주)현대그린푸드,005440,2020/12,15480.39
(주)현대리바트,079430,2020/12,66354.52
(주)현대미포조선,010620,2020/12,69620.22
(주)현대바이오랜드,052260,2020/12,5550.71
(주)현대백화점,069960,2020/12,53202.26
(주)현대에버다임,041440,2020/12,11546.28
(주)현대이지웰,090850,2020/12,7464.52
(주)현대퓨처넷,126560,2020/12,2011.74
(주)현대홈쇼핑,057050,2020/12,90415.87
(주)협진,138360,2020/12,125.97
(주)형지아이앤씨,011080,2020/12,1723.72
(주)형지엘리트,093240,2020/06,1979.83
(주)혜인,003010,2020/12,17112.03
(주)호텔신라,008770,2020/12,70360.57
(주)홈센타홀딩스,060560,2020/12,213.19
(주)홈캐스트,064240,2020/12,625.76
(주)화승엔터프라이즈,241590,2020/12,65.26
(주)화승인더스트리,006060,2020/12,16746.18
(주)화승코퍼레이션,013520,2020/12,9724.53
(주)화신,010690,2020/12,20296.98
(주)화신정공,126640,2020/12,6793.63
(주)화인베스틸,133820,2020/12,3338.32
(주)황금에스티,032560,2020/12,8429.38
(주)효성,004800,2020/12,14023.59
(주)후성,093370,2020/12,2561.8
(주)휠라홀딩스,081660,2020/12,6.16
(주)휴네시온,290270,2020/12,2287.44
(주)휴니드테크놀러지스,005870,2020/12,14031.9
(주)휴럼,353190,2020/12,
(주)휴맥스,115160,2020/12,21591.73
(주)휴맥스홀딩스,028080,2020/12,350.81
(주)휴먼엔,032860,2020/12,86.55
(주)휴메딕스,200670,2020/12,8058.29
(주)휴비스,079980,2020/12,21259.65
(주)휴비츠,065510,2020/12,4781.18
(주)휴센텍,215090,2020/12,724.21
(주)휴스틸,005010,2020/12,45034.67
(주)휴엠앤씨,263920,2020/12,924.27
(주)휴온스,243070,2020/12,37066.89
(주)휴온스글로벌,084110,2020/12,3651.97
(주)흥국,010240,2020/12,6039.01
(주)흥국에프엔비,189980,2020/12,1261.41
(주)희림종합건축사사무소,037440,2020/12,14626.38
(주)힘스,238490,2020/12,9388.61
AJ네트웍스(주),095570,2020/12,9686.73
CS홀딩스(주),000590,2020/12,2899.51
DB금융투자(주),016610,2020/12,
DB손해보험(주),005830,2020/12,
HD현대(주),267250,2020/12,23082.29
KB오토시스(주),024120,2020/12,10159.52
KD(주),044180,2020/12,270.61
KG스틸(주),016380,2020/12,20973.85
KISCO홀딩스(주),001940,2020/12,772.7
LG이노텍(주),011070,2020/12,392538.77
LS일렉트릭(주),010120,2020/12,61819.54
OCI(주),010060,2020/12,51237.34
SK이노베이션(주),096770,2020/12,40636.92
SNT모티브(주),064960,2020/12,59998.77
SNT중공업(주),003570,2020/12,6851.26
STX엔진(주),077970,2020/12,20167.91
STX중공업(주),071970,2020/12,7987.66
가온미디어(주),078890,2020/12,25412.82
가온전선(주),000500,2020/12,185412.25
감성코퍼레이션(주),036620,2020/12,184.32
강남제비스코(주),000860,2020/12,39984.61
갤럭시아머니트리(주),094480,2020/12,2070.63
경남스틸(주),039240,2020/12,11900.99
경남제약(주),053950,2020/12,4132.56
경동제약(주),011040,2020/12,6478.26
경인전자(주),009140,2020/12,6693.5
경창산업(주),024910,2020/12,11695.95
계룡건설산업(주),013580,2020/12,175938.79
계양전기(주),012200,2020/12,10682.6
고려산업(주),002140,2020/12,7374.12
고려신용정보(주),049720,2020/12,9169.08
고려아연(주),010130,2020/12,299530.97
고려제강(주),002240,2020/12,21853.14
고려제약(주),014570,2020/12,6071.75
광동제약(주),009290,2020/12,14580.36
광전자(주),017900,2020/12,2495.9
광진실업(주),026910,2020/12,6709.6
교보10호기업인수목적(주),355150,2020/12,
교보증권(주),030610,2020/12,
교촌에프앤비(주),339770,2020/12,20830.34
국도화학(주),007690,2020/12,144156.17
국일신동(주),060480,2020/12,2271.36
국일제지(주),078130,2020/12,791.95
국제약품(주),002720,2020/12,6875.6
그랜드코리아레저(주),114090,2020/12,2982.14
그레이트리치과기유한공사,900290,2020/06,
그린케미칼(주),083420,2020/12,10099.92
극동유화(주),014530,2020/12,17705.35
글로벌에스엠테크리미티드,900070,2020/12,
글로벌텍스프리(주),204620,2020/12,204.74
글로본(주),019660,2020/12,145.03
금강공업(주),014280,2020/12,10054.38
금강철강(주),053260,2020/12,9306.82
금호건설(주),002990,2020/12,49784.78
금호석유화학(주),011780,2020/12,104198.19
금호전기(주),001210,2020/12,3833.16
금호타이어(주),073240,2020/12,5946.92
기신정기(주),092440,2020/03,3710.51
기아(주),000270,2020/12,84769.2
깨끗한나라(주),004540,2020/12,15694.37
나노씨엠에스(주),247660,2020/12,1738.16
나노캠텍(주),091970,2020/12,819.72
나라엠앤디(주),051490,2020/12,6282.09
나무기술(주),242040,2020/12,2051.27
나우아이비캐피탈(주),293580,2020/12,
나이스정보통신(주),036800,2020/12,20878.12
나이스평가정보(주),030190,2020/12,6290.09
남광토건(주),001260,2020/12,24211.1
남양유업(주),003920,2020/12,1055650.2
남해화학(주),025860,2020/12,20327.47
남화산업(주),111710,2020/12,860.4
남화토건(주),091590,2020/12,6320.65
네이버(주),035420,2020/12,25038.19
넥센타이어(주),002350,2020/12,11602.23
넷마블(주),251270,2020/12,16067.17
노을(주),376930,2020/12,
농업회사법인(주)농우바이오,054050,2020/12,6134.85
농업회사법인아시아종묘(주),154030,2020/09,2409.54
뉴지랩파마(주),214870,2020/12,2069.03
다믈멀티미디어(주),093640,2020/12,821.62
다스코(주),058730,2020/12,12719.37
다올인베스트먼트(주),298870,2020/12,
다올투자증권(주),030210,2020/12,
대덕전자(주),353200,2020/12,
대동금속(주),020400,2020/12,42612.06
대동기어(주),008830,2020/12,17402.01
대동전자(주),008110,2020/03,1497.92
대림비앤코(주),005750,2020/12,13812.91
대림통상(주),006570,2020/12,8700.33
대명에너지(주),389260,2020/12,523298.76
대모엔지니어링(주),317850,2020/12,4611.25
대보마그네틱(주),290670,2020/12,2399.72
대봉엘에스(주),078140,2020/12,5521.61
대상(주),001680,2020/12,72322.29
대상홀딩스(주),084690,2020/12,700.11
대성산업(주),128820,2020/12,15822.92
대성에너지(주),117580,2020/12,26973.92
대성창업투자(주),027830,2020/12,
대성홀딩스(주),016710,2020/12,2245.72
대신정보통신(주),020180,2020/03,4576.34
대신증권(주),003540,2020/12,
대아티아이(주),045390,2020/12,1593.51
대양전기공업(주),108380,2020/12,17570.25
대양제지공업(주),006580,2020/12,4024.04
대영포장(주),014160,2020/12,2405.16
대우전자부품(주),009320,2020/12,1594.01
대우조선해양(주),042660,2020/12,65672.32
대원강업(주),000430,2020/12,9718.46
대원미디어(주),048910,2020/12,16829.22
대원산업(주),005710,2020/12,26091.67
대원전선(주),006340,2020/12,5072.71
대원제약(주),003220,2020/12,15134.25
대원화성(주),024890,2020/12,2477.57
대정화금(주),120240,2020/12,11293.98
대주산업(주),003310,2020/12,2406.41
대주전자재료(주),078600,2020/12,7603.4
대창단조(주),015230,2020/12,67686.55
대한광통신(주),010170,2020/12,1508.97
대한그린파워(주),060900,2020/12,28.9
대한뉴팜(주),054670,2020/12,10415.44
대한방직(주),001070,2020/12,31867.61
대한약품공업(주),023910,2020/12,27679.98
대한유화(주),006650,2020/12,287151.13
대한전선(주),001440,2020/12,1691.02
대한제강(주),084010,2020/12,31268.98
대한제당(주),001790,2020/12,115909.41
대한제분(주),001130,2020/12,184943.85
대한해운(주),005880,2020/12,2047.1
대한화섬(주),003830,2020/12,65431.67
대화제약(주),067080,2020/12,4517.15
더이앤엠(주),089230,2020/12,275.44
덕산네오룩스(주),213420,2020/12,6004.27
덕산하이메탈(주),077360,2020/12,2431.24
덕양산업(주),024900,2020/12,37343.86
덕우전자(주),263600,2020/12,8288.38
데브시스터즈(주),194480,2020/12,6359.25
도이치모터스(주),067990,2020/12,41528.99
동국산업(주),005160,2020/12,5141.89
동국제강(주),001230,2020/12,48344.58
동국제약(주),086450,2020/12,55325.96
동부건설(주),005960,2020/12,49348.93
동성제약(주),002210,2020/12,3367.76
동신건설(주),025950,2020/12,4226.08
동아쏘시오홀딩스(주),000640,2020/12,8877.88
동아에스티(주),170900,2020/12,69467.77
동아타이어공업(주),282690,2020/12,10444.73
동아화성(주),041930,2020/12,7954.29
동양생명보험(주),082640,2020/12,
동양이엔피(주),079960,2020/12,54513.7
동양철관(주),008970,2020/12,1242.62
동양파일(주),228340,2020/12,2347.57
동양피스톤(주),092780,2020/12,20202
동원금속(주),018500,2020/03,5570.67
동원산업(주),006040,2020/12,190902.48
동원수산(주),030720,2020/12,21226.36
동원시스템즈(주),014820,2020/12,22478.99
동일고무벨트(주),163560,2020/12,17479.47
동일금속(주),109860,2020/12,8383.52
동일산업(주),004890,2020/12,116291.66
동일제강(주),002690,2020/12,8194.17
동일철강(주),023790,2020/12,2984.36
동화기업(주),025900,2020/12,18858.8
동화약품(주),000020,2020/12,9574.82
두산밥캣(주),241560,2020/12,2034.01
두산에너빌리티(주),034020,2020/12,13872.63
두산퓨얼셀(주),336260,2020/12,6428.34
디비금융제8호기업인수목적(주),367340,2020/12,
디비금융제9호기업인수목적(주),367360,2020/12,
디씨엠(주),024090,2020/12,14134.73
디아이동일(주),001530,2020/12,110495.75
디아이티(주),110990,2020/12,1511.92
디에스씨인베스트먼트(주),241520,2020/12,
디에스알(주),155660,2020/12,10248.11
디에스알제강(주),069730,2020/12,12236.57
디엑스앤브이엑스(주),180400,2020/12,346.44
디엘(주),000210,2020/12,22276.46
디엘건설(주),001880,2020/12,114273
디와이(주),013570,2020/12,1641.83
디와이씨(주),310870,2020/12,
디와이파워(주),210540,2020/12,15576.43
디와이피엔에프(주),104460,2020/12,19407.87
디젠스(주),113810,2020/12,1519.98
디케이락(주),105740,2020/12,8425.05
라온시큐어(주),042510,2020/12,895.32
라온피플(주),300120,2020/12,1456.83
램테크놀러지(주),171010,2020/12,3042.09
로스웰인터내셔널유한회사,900260,2020/12,
로체시스템즈(주),071280,2020/12,11753.69
롯데관광개발(주),032350,2020/12,203.05
롯데렌탈(주),089860,2020/12,176385.12
롯데손해보험(주),000400,2020/12,
롯데쇼핑(주),023530,2020/12,307828.46
롯데정밀화학(주),004000,2020/12,48852.92
롯데정보통신(주),286940,2020/12,54290.65
롯데제과(주),280360,2020/12,238624.34
롯데지주(주),004990,2020/12,2743.21
롯데칠성음료(주),005300,2020/12,246552.6
롯데케미칼(주),011170,2020/12,267576.76
롯데하이마트(주),071840,2020/12,171627.35
리노공업(주),058470,2020/12,13208.93
린드먼아시아인베스트먼트(주),277070,2020/12,
마이크로로봇(주),182690,2020/12,554.62
만호제강(주),001080,2020/06,46971.19
매일유업(주),267980,2020/12,186194.44
매일홀딩스(주),005990,2020/12,1019.83
메가스터디(주),072870,2020/12,3360.13
메가스터디교육(주),215200,2020/12,34849.43
메가엠디(주),133750,2020/12,3301.18
메디앙스(주),014100,2020/12,5648.82
메디포스트(주),078160,2020/12,3113.54
메리츠증권(주),008560,2020/12,
메리츠화재해상보험(주),000060,2020/12,
메이슨캐피탈(주),021880,2020/03,
명문제약(주),017180,2020/12,4078.92
명성티엔에스(주),257370,2020/12,2729.05
명신산업(주),009900,2020/12,62259.7
모델솔루션(주),417970,2020/12,293201.93
모바일어플라이언스(주),087260,2020/12,1307.71
모트렉스(주),118990,2020/12,6582.84
무림에스피(주),001810,2020/12,5628.18
무림페이퍼(주),009200,2020/12,9732.8
무림피앤피(주),009580,2020/12,7773.37
문배철강(주),008420,2020/12,7446.44
미디어젠(주),279600,2020/12,2561.35
미래나노텍(주),095500,2020/12,11028.2
미래산업(주),025560,2020/12,100.4
미래에셋대우기업인수목적5호(주),353490,2020/12,
미래에셋벤처투자(주),100790,2020/12,
미래에셋생명보험(주),085620,2020/12,
미래에셋증권(주),006800,2020/12,
미스터블루(주),207760,2020/12,1178
미원상사(주),002840,2020/12,56441.61
미원스페셜티케미칼(주),268280,2020/12,70614.51
미원홀딩스(주),107590,2020/12,10169.22
미원화학(주),134380,2020/12,72858.04
미창석유공업(주),003650,2020/12,159557.8
미투젠(유),950190,2020/12,10145.65
바디텍메드(주),206640,2020/12,5421.57
바이오플러스(주),099430,2020/12,3881.74
바이온(주),032980,2020/12,264.68
바이옵트로(주),222160,2020/03,2015.33
바이젠셀(주),308080,2020/12,0
백광산업(주),001340,2020/12,3807.33
범양건영(주),002410,2020/12,6005.59
범한퓨얼셀(주),382900,2020/12,53167.01
베뉴지(주),019010,2020/12,703.41
보로노이(주),310210,2020/12,599.48
보성파워텍(주),006910,2020/12,1781.51
보해양조(주),000890,2020/12,616.3
부광약품(주),003000,2020/12,2554.38
부국증권(주),001270,2020/12,
부국철강(주),026940,2020/12,6946.5
부산산업(주),011390,2020/12,21848.96
부산주공(주),005030,2020/12,3602.2
브레인즈컴퍼니(주),099390,2020/12,4485.88
브릿지바이오테라퓨틱스(주),288330,2020/12,1000.85
비나텍(주),126340,2020/12,10505.64
비디아이(주),148140,2020/12,11640.45
비비씨(주),318410,2020/12,4931.84
비씨엔씨(주),146320,2020/12,95560.92
비에이치아이(주),083650,2020/12,9046.79
비케이탑스(주),030790,2020/12,270.32
비플라이소프트(주),148780,2020/12,3147.99
빛샘전자(주),072950,2020/12,3607.24
사조동아원(주),008040,2020/12,2776.68
사조산업(주),007160,2020/12,76405.75
사조씨푸드(주),014710,2020/12,12455
삼강엠앤티(주),100090,2020/12,12497.94
삼륭물산(주),014970,2020/12,2567.47
삼목에스폼(주),018310,2020/12,7922.07
삼보모터스(주),053700,2020/12,15106.82
삼보산업(주),009620,2020/12,6357.27
삼부토건(주),001470,2020/12,2729.16
삼성SDI(주),006400,2020/12,129313.5
삼성공조(주),006660,2020/12,6735.83
삼성물산(주),028260,2020/12,100791.15
삼성바이오로직스(주),207940,2020/12,17604.12
삼성생명보험(주),032830,2020/12,
삼성에스디에스(주),018260,2020/12,58794.99
삼성엔지니어링(주),028050,2020/12,25616.26
삼성전기(주),009150,2020/12,72135.96
삼성전자(주),005930,2020/12,24483.92
삼성제약(주),001360,2020/12,789.8
삼성중공업(주),010140,2020/12,10832.2
삼성증권(주),016360,2020/12,
삼성카드(주),029780,2020/12,
삼성화재해상보험(주),000810,2020/12,
삼아알미늄(주),006110,2020/12,14146.08
삼아제약(주),009300,2020/12,8422.73
삼양식품(주),003230,2020/12,84531.51
삼양통상(주),002170,2020/12,66078.44
삼영무역(주),002810,2020/12,11779.23
삼영엠텍(주),054540,2020/12,4819.48
삼영이엔씨(주),065570,2020/12,4010.26
삼영전자공업(주),005680,2020/12,8705.15
삼영화학공업(주),003720,2020/12,2854.79
삼익티에이치케이(주),004380,2020/12,12564.59
삼일제약(주),000520,2020/12,18873.85
삼정펄프(주),009770,2020/12,58533.09
삼지전자(주),037460,2020/12,4666.93
삼진제약(주),005500,2020/12,16918.34
삼천당제약(주),000250,2020/12,5358.1
삼천리자전거(주),024950,2020/12,7875.74
삼현철강(주),017480,2020/12,14323.47
삼호개발(주),010960,2020/12,14229.31
삼화왕관(주),004450,2020/12,49456.2
삼화전기(주),009470,2020/12,22912.72
삼화전자공업(주),011230,2020/12,3072.27
삼화콘덴서공업(주),001820,2020/12,18173.85
삼화페인트공업(주),000390,2020/12,18180.13
상신브레이크(주),041650,2020/12,12871.26
상신이디피(주),091580,2020/12,7763.13
상신전자(주),263810,2020/12,5677.34
새론오토모티브(주),075180,2020/12,5560.79
샘표(주),007540,2020/12,6356.16
샘표식품(주),248170,2020/12,67646.31
서암기계공업(주),100660,2020/12,2524.11
서울도시가스(주),017390,2020/12,254393.65
서울바이오시스(주),092190,2020/12,6661.51
서울반도체(주),046890,2020/12,17032.57
서울식품공업(주),004410,2020/12,181.27
서울전자통신(주),027040,2020/12,482.42
서호전기(주),065710,2020/12,11388.36
선도전기(주),007610,2020/12,4425.94
선바이오(주),067370,2020/12,711.62
선진뷰티사이언스(주),086710,2020/12,180846.98
성문전자(주),014910,2020/12,944.17
성보화학(주),003080,2020/12,2585.2
성신양회(주),004980,2020/12,19642.05
성우전자(주),081580,2020/12,1415.46
성우테크론(주),045300,2020/12,3893.46
성일하이텍(주),365340,2020/12,87898.62
성창기업지주(주),000180,2020/12,92.76
성호전자(주),043260,2020/12,2047.9
세기상사(주),002420,2020/12,5481.45
세명전기공업(주),017510,2020/12,938.71
