회사명,거래소코드,회계년도,유동자산(요약)(백만원),부채총계(요약)(백만원)
에스케이디스커버리(주),006120,2020/12,256154,246265
에스케이디앤디(주),210980,2020/12,858217,1010580
에스케이렌터카(주),068400,2020/12,187406,1762709
에스케이바이오사이언스(주),302440,2020/12,333902,298442
에스케이바이오팜(주),326030,2020/12,410287,102311
에스케이씨(주),011790,2020/12,330035,1052606
에스케이아이이테크놀로지(주),361610,2020/12,294129,433004
에스케이증권(주),001510,2020/12,,
에스케이케미칼(주),285130,2020/12,542387,859511
에스케이텔레콤(주),017670,2020/12,5047115,14636593
에스케이하이닉스(주),000660,2020/12,13310241,14496701
에스텍(주),069510,2020/12,105068,44883
에스트래픽(주),234300,2020/12,63520,73856
에스티팜(주),237690,2020/12,229543,143950
에스퓨얼셀(주),288620,2020/12,99288,46061
에쓰-오일(주),010950,2020/12,4982211,9995254
에쓰씨엔지니어링(주),023960,2020/12,20426,48922
에어부산(주),298690,2020/12,83878,924224
에이디엠코리아(주),187660,2020/12,18235,5670
에이비엘바이오(주),298380,2020/12,71920,9230
에이비온(주),203400,2020/12,6857,33089
에이에프더블류(주),312610,2020/12,49840,1960
에이치디씨(주),012630,2020/12,119156,171046
에이치디씨랩스(주),039570,2020/12,192752,54048
에이치디씨현대산업개발(주),294870,2020/12,4748857,3366065
에이치디씨현대이피(주),089470,2020/12,255004,190151
에이치비솔루션(주),297890,2020/12,51711,20559
에이치에스디엔진(주),082740,2020/12,276551,527158
에이치엘디앤아이한라(주),014790,2020/12,575264,919242
에이치엘만도(주),204320,2020/12,1074634,2059050
에이치엘비(주),028300,2020/12,173521,46258
에이치엘비글로벌(주),003580,2020/12,28444,37666
에이치엘비생명과학(주),067630,2020/12,110269,25573
에이치엘비제약(주),047920,2020/12,94977,66798
에이치엘비테라퓨틱스(주),115450,2020/12,57467,20621
에이치엘홀딩스(주),060980,2020/12,283966,741297
에이치엠씨아이비제4호기업인수목적(주),353070,2020/12,,
에이치엠씨아이비제5호기업인수목적(주),353060,2020/12,,
에이치엠엠(주),011200,2020/12,2095233,7052720
에이치케이이노엔(주),195940,2020/12,233569,871640
에이케이홀딩스(주),006840,2020/12,11433,157781
에이테크솔루션(주),071670,2020/12,87895,86378
에이프로젠제약(주),003060,2020/12,231587,9304
에이피시스템(주),265520,2020/12,218023,232217
에이피에스홀딩스(주),054620,2020/12,15995,23689
에이피위성(주),211270,2020/12,101360,32847
에이피티씨(주),089970,2020/12,92254,28686
에코바이오홀딩스(주),038870,2020/12,23576,7993
에코캡(주),128540,2020/12,61748,49190
에코플라스틱(주),038110,2020/12,107751,237108
에프엔에스테크(주),083500,2020/12,55751,47944
엑스큐어(주),070300,2020/12,17506,2247
엔브이에이치코리아(주),067570,2020/12,71449,236180
엔시트론(주),101400,2020/12,9056,11156
엔에이치엔(주),181710,2020/12,91460,100289
엔에이치엔한국사이버결제(주),060250,2020/12,295152,219712
엔에이치투자증권(주),005940,2020/12,,
엔피씨(주),004250,2020/12,118802,87463
엘브이엠씨홀딩스(주),900140,2020/12,,
엘비세미콘(주),061970,2020/12,73940,257839
엘아이지넥스원(주),079550,2020/12,1544186,1920331
엘에스전선아시아(주),229640,2020/12,30860,12778
엘지디스플레이(주),034220,2020/12,6948054,16441967
엘지전자(주),066570,2020/12,9669743,19778254
엘컴텍(주),037950,2020/12,11084,7361
엘티씨(주),170920,2020/12,49636,45234
엠벤처투자(주),019590,2020/12,,
엠에프엠코리아(주),323230,2020/12,38954,28007
엠케이전자(주),033160,2020/12,156666,212632
영보화학(주),014440,2020/12,44935,14916
영신금속공업(주),007530,2020/12,48907,87921
영진약품(주),003520,2020/12,98675,73669
영창케미칼(주),112290,2020/12,16158,50502
영풍정밀(주),036560,2020/12,93885,45327
영풍제지(주),006740,2020/12,72429,75552
영화금속(주),012280,2020/12,78387,123903
영화테크(주),265560,2020/12,36805,11359
예스이십사(주),053280,2020/12,135082,188612
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2020/12,,
오로라월드(주),039830,2020/12,52824,122282
오상자이엘(주),053980,2020/12,35862,34374
오성첨단소재(주),052420,2020/12,79335,28135
오션브릿지(주),241790,2020/12,42012,12320
오스템임플란트(주),048260,2020/12,355498,552931
오토앤(주),353590,2020/12,23512,31140
올리패스(주),244460,2020/12,51025,22657
올릭스(주),226950,2020/12,67801,33596
옴니시스템(주),057540,2020/12,52945,17033
옵티시스(주),109080,2020/12,31974,3556
와이더블유(주),051390,2020/12,73435,41979
와이아이케이(주),232140,2020/12,175907,49212
와이엠씨(주),155650,2020/12,63074,23403
와이엠티(주),251370,2020/12,66875,72058
와토스코리아(주),079000,2020/12,55823,3220
우리기술투자(주),041190,2020/12,,
우리바이오(주),082850,2020/12,59762,28143
우리산업(주),215360,2020/12,155524,125232
우리산업홀딩스(주),072470,2020/12,1830,1794
우리손에프앤지농업회사법인(주),073560,2020/12,65593,66239
우리엔터프라이즈(주),037400,2020/12,11071,33276
우리이앤엘(주),153490,2020/12,94726,54945
우리종합금융(주),010050,2020/12,,
우림피티에스(주),101170,2020/12,41005,10649
우수AMS(주),066590,2020/12,70330,97829
우원개발(주),046940,2020/12,55071,64627
우진비앤지(주),018620,2020/12,17614,30109
원텍(주),336570,2020/12,,
원풍물산(주),008290,2020/12,19136,18730
웰바이오텍(주),010600,2020/12,14702,41201
웹케시(주),053580,2020/12,46187,32104
위즈코프(주),038620,2020/12,21707,5791
윈텍(주),320000,2020/12,15809,1956
윙입푸드홀딩스,900340,2020/12,,
유네코(주),064510,2020/12,6572,44071
유니셈(주),036200,2020/12,146548,48972
유니슨(주),018000,2020/12,78582,189471
유니온머티리얼(주),047400,2020/12,84964,79942
유니퀘스트(주),077500,2020/12,205214,137140
유비벨록스(주),089850,2020/12,47702,51218
유성기업(주),002920,2020/12,141843,98903
유아이엘(주),049520,2020/12,54532,19669
유안타제7호기업인수목적(주),367460,2020/12,,
유안타제8호기업인수목적(주),367480,2020/12,,
유안타증권(주),003470,2020/12,,
유엔젤(주),072130,2020/12,31026,10390
유일에너테크(주),340930,2020/12,27702,20485
유진기업(주),023410,2020/12,436252,770913
유진기업인수목적6호(주),373340,2020/12,,
유진투자증권(주),001200,2020/12,,
유화증권(주),003460,2020/12,,
율촌화학(주),008730,2020/12,209451,256567
이건산업(주),008250,2020/12,50900,133240
이구산업(주),025820,2020/12,152392,169397
이노뎁(주),303530,2020/12,25116,15355
이노시스(주),056090,2020/12,20950,34364
이니텍(주),053350,2020/12,30045,9030
이베스트기업인수목적5호(주),349720,2020/12,,
이베스트투자증권(주),078020,2020/12,,
이삭엔지니어링(주),351330,2020/12,19033,15431
이스트아시아홀딩스인베스트먼트리미티드,900110,2020/12,,
이엠코리아(주),095190,2020/12,47258,79521
이연제약(주),102460,2020/12,113097,84800
이오플로우(주),294090,2020/12,22779,4187
이원다이애그노믹스(주),245620,2020/12,94890,89967
이원컴포텍(주),088290,2020/12,6491,24257
이지케어텍(주),099750,2021/03,28770,18362
이트론(주),096040,2020/12,39000,39838
이화공영(주),001840,2020/12,62883,43594
이화산업(주),000760,2020/12,33559,34749
이화전기공업(주),024810,2020/12,115849,64755
인바이오(주),352940,2020/12,53608,34523
인베니아(주),079950,2020/12,93148,101360
인선이엔티(주),060150,2020/12,91797,123857
인지컨트롤스(주),023800,2020/12,100365,183494
인천도시가스(주),034590,2020/12,145759,148358
인카금융서비스(주),211050,2020/12,158837,149909
인크로스(주),216050,2020/12,164129,103842
인탑스(주),049070,2020/12,266132,95340
인터지스(주),129260,2020/12,163558,169955
인포뱅크(주),039290,2020/12,23950,15956
인화정공(주),101930,2020/12,33233,85973
일동제약(주),249420,2020/12,231096,349424
일동홀딩스(주),000230,2020/12,5954,76762
일성건설(주),013360,2020/12,123606,207931
일성신약(주),003120,2020/12,263248,23748
일신방직(주),003200,2020/12,247422,91811
일양약품(주),007570,2020/12,96683,163743
일정실업(주),008500,2020/12,19432,20895
일진다이아몬드(주),081000,2020/12,89439,21489
일진디스플레이(주),020760,2020/12,20532,85210
일진머티리얼즈(주),020150,2020/12,295010,97491
일진전기(주),103590,2020/12,297599,477138
일진하이솔루스(주),271940,2020/12,50170,28083
일진홀딩스(주),015860,2020/12,8305,22499
잉글우드랩(주),950140,2020/12,52183,25681
자이글(주),234920,2020/12,19478,10627
자이에스앤디(주),317400,2020/12,205549,250743
자화전자(주),033240,2020/12,171917,74815
재영솔루텍(주),049630,2020/12,57276,115116
전방(주),000950,2020/12,220830,233690
전진바이오팜(주),110020,2020/12,9987,7413
제너셈(주),217190,2020/12,24033,38220
제룡산업(주),147830,2020/12,57094,4610
제룡전기(주),033100,2020/12,47250,12451
제이더블유생명과학(주),234080,2020/12,52645,82130
제이더블유신약(주),067290,2020/12,33151,37374
제이더블유중외제약(주),001060,2020/12,287700,330318
제이더블유홀딩스(주),096760,2020/12,52489,202764
제이스코홀딩스(주),023440,2020/12,30471,37473
제이씨케미칼(주),137950,2020/12,67273,122223
제이씨현시스템(주),033320,2020/12,89641,38102
제이엔케이히터(주),126880,2020/12,110926,77322
제이엠아이(주),033050,2020/12,17958,6893
제이엠티(주),094970,2020/12,26454,5654
제이준코스메틱(주),025620,2020/12,13934,21055
제일약품(주),271980,2020/12,276995,236824
제일연마공업(주),001560,2020/12,39993,11021
제일전기공업(주),199820,2020/12,73296,30188
제일파마홀딩스(주),002620,2020/12,16938,128030
제주맥주(주),276730,2020/12,25532,28952
조광아이엘아이(주),044060,2020/12,44427,37141
조광페인트(주),004910,2020/12,88642,145424
조광피혁(주),004700,2020/12,105024,28285
조선내화(주),000480,2020/12,272702,349989
조선선재(주),120030,2020/12,106731,9019
조아제약(주),034940,2020/12,47244,21735
조일알미늄(주),018470,2020/12,141192,163032
주성엔지니어링(주),036930,2020/12,128533,322295
줌인터넷(주),239340,2020/12,22608,6497
중소기업은행,024110,2020/12,,
지나인제약(주),078650,2020/12,26072,45332
지니너스(주),389030,2020/12,23374,41621
지니언스(주),263860,2020/12,31162,9099
지더블유바이텍(주),036180,2020/12,35468,28529
지에스건설(주),006360,2020/12,5936189,7450963
지에이치신소재(주),130500,2020/12,21431,36684
지엔원에너지(주),270520,2020/12,30279,5572
지엘팜텍(주),204840,2020/12,8663,8412
지엠비코리아(주),013870,2020/12,175913,199159
지투파워(주),388050,2020/12,17564,18554
진양산업(주),003780,2020/12,17846,17836
진양제약(주),007370,2020/12,28712,21766
진양폴리우레탄(주),010640,2020/12,9298,17388
진양화학(주),051630,2020/12,12228,10653
진원생명과학(주),011000,2020/12,93470,33538
진흥기업(주),002780,2020/12,163362,164069
차이나크리스탈신소재홀딩스,900250,2020/12,,
참엔지니어링(주),009310,2020/12,78183,92805
참좋은여행(주),094850,2020/12,72687,4860
카페24(주),042000,2020/12,68221,52539
커머스마이너 (주),223310,2020/12,24553,6463
컨버즈(주),109070,2020/12,10711,11789
컬러레이홀딩스,900310,2020/12,,
컴퍼니케이파트너스(주),307930,2020/12,,
케이디켐(주),221980,2020/12,53446,14853
케이만금세기차륜집단유한공사,900280,2020/12,,
케이비아이동국실업(주),001620,2020/12,106153,228404
케이비아이메탈(주),024840,2020/12,156048,115486
케이비제20호기업인수목적(주),342550,2020/12,,
케이씨그린홀딩스(주),009440,2020/12,11960,23673
케이씨코트렐(주),119650,2020/12,169966,251210
케이알모터스(주),000040,2020/12,10501,56221
케이에이치건설(주),226360,2020/12,38868,36141
케이에이치전자(주),111870,2020/12,39581,32297
케이엠제약(주),225430,2020/12,12107,9466
케이지이티에스(주),151860,2020/12,50085,185587
케이지케미칼(주),001390,2020/12,56901,125193
케이카(주),381970,2020/12,188905,171349
케이피엑스라이프사이언스(주),114450,2020/12,24572,11475
케이피엑스케미칼(주),025000,2020/12,304057,85028
케이피엑스홀딩스(주),092230,2020/12,166887,49932
켄코아에어로스페이스(주),274090,2020/12,24005,41238
코나아이(주),052400,2020/12,569050,586574
코드네이처(주),078940,2020/12,20756,17278
코리아에셋투자증권(주),190650,2021/03,,
코리아에프티(주),123410,2020/12,130269,149581
코리안리재보험(주),003690,2020/12,,
코스맥스(주),192820,2020/12,295605,486254
코스맥스비티아이(주),044820,2020/12,51590,162807
코스맥스엔비티(주),222040,2020/12,88454,174942
코스모신소재(주),005070,2020/12,153998,185519
코스모화학(주),005420,2020/12,31331,200169
코아스템(주),166480,2020/12,57426,56632
코오롱글로벌(주),003070,2020/12,1033227,1745980
코오롱생명과학(주),102940,2020/12,91798,171313
코오롱인더스트리(주),120110,2020/12,1135543,1825361
코오롱티슈진(주),950160,2020/12,62916,24692
코오롱플라스틱(주),138490,2020/12,106485,118341
코웨이(주),021240,2020/12,818259,1325165
코웰패션(주),033290,2020/12,185757,79050
코위버(주),056360,2020/12,88802,29533
콜마비앤에이치(주),200130,2020/12,210184,93119
쿠쿠홀딩스(주),192400,2020/12,24604,46910
쿠쿠홈시스(주),284740,2020/12,294158,122210
큐렉소(주),060280,2020/12,39064,4084
큐알티(주),405100,2020/12,15130,19268
큐캐피탈파트너스(주),016600,2020/12,,
크로바하이텍(주),043590,2020/12,7133,5034
크루셜텍(주),114120,2020/12,30282,16976
크리스탈지노믹스(주),083790,2020/12,116526,39319
키네마스터(주),139670,2020/12,10669,1775
키움증권(주),039490,2020/12,,
태경산업(주),015890,2020/12,39954,17875
태경케미컬(주),006890,2020/12,51035,16068
태광산업(주),003240,2020/12,1462051,495712
태림포장(주),011280,2020/12,101604,226706
태양금속공업(주),004100,2020/12,98343,256141
태원물산(주),001420,2020/12,22630,6676
태평양물산(주),007980,2020/12,185931,374300
테고사이언스(주),191420,2020/12,28126,1271
테라사이언스(주),073640,2020/12,19281,22438
텔코웨어(주),078000,2020/12,82293,13083
티와이엠(주),002900,2020/12,238176,260701
티제이미디어(주),032540,2020/12,28308,27189
티케이지애강(주),022220,2020/12,57438,11163
티케이지휴켐스(주),069260,2020/12,401708,178838
팅크웨어(주),084730,2020/12,124115,59726
파나케이아(주),058530,2020/12,38650,23115
파미셀(주),005690,2020/12,42939,12639
팜젠사이언스(주),004720,2020/12,74758,51919
패션플랫폼(주),225590,2020/12,38276,13172
팬오션(주),028670,2020/12,547012,1765516
퍼스텍(주),010820,2020/12,90014,135939
펌텍코리아(주),251970,2020/12,115409,37615
페이퍼코리아(주),001020,2020/12,147576,341257
평화산업(주),090080,2020/12,114055,174918
평화홀딩스(주),010770,2020/12,33639,52407
포스코스틸리온(주),058430,2020/12,286630,238481
포스코홀딩스(주),005490,2020/12,19579953,11680264
풍국주정공업(주),023900,2020/12,59909,5849
풍원정밀(주),371950,2020/12,13898,30177
프레스티지바이오로직스(주),334970,2020/12,7891,51630
프리시젼바이오(주),335810,2020/12,30452,4349
피씨엘(주),241820,2020/12,35959,6810
피아이첨단소재(주),178920,2020/12,144032,121145
피앤씨테크(주),237750,2020/12,41628,7539
피에스케이(주),319660,2020/12,191607,49850
피에스케이홀딩스(주),031980,2020/12,70741,29910
피에스텍(주),002230,2020/12,84588,15048
피에이치에이(주),043370,2020/12,291924,206447
피엔케이피부임상연구센타(주),347740,2020/12,51252,4265
하나금융15호기업인수목적(주),341160,2020/12,,
하나금융16호기업인수목적(주),343510,2020/12,,
하나마이크론(주),067310,2020/12,122414,330411
하나머스트7호기업인수목적(주),372290,2020/12,,
하나머티리얼즈(주),166090,2020/12,96105,164472
하나제약(주),293480,2020/12,147794,44198
하이록코리아(주),013030,2020/12,254321,30789
하이즈항공(주),221840,2020/12,51601,59429
하이트진로(주),000080,2020/12,730899,2012177
하이트진로홀딩스(주),000140,2020/12,526,620449
하인크코리아(주),373200,2020/12,,
한국가스공사(주),036460,2020/12,6646682,27588714
한국공항(주),005430,2020/12,194784,145374
한국기업평가(주),034950,2020/12,51937,26137
한국내화(주),010040,2020/12,66251,58648
한국단자공업(주),025540,2020/12,380105,200489
한국맥널티(주),222980,2020/12,28150,22570
한국석유공업(주),004090,2020/12,98929,112215
한국선재(주),025550,2020/12,64349,81606
한국수출포장공업(주),002200,2020/12,95635,55664
한국쉘석유(주),002960,2020/12,120253,50492
한국알콜산업(주),017890,2020/12,152137,43240
한국앤컴퍼니(주),000240,2020/12,204785,59122
한국유나이티드제약(주),033270,2020/12,180924,76542
한국유니온제약(주),080720,2020/12,43868,27834
한국자산신탁(주),123890,2020/12,,
한국전력공사(주),015760,2020/12,9289189,59772045
한국전력기술(주),052690,2020/12,235805,200169
한국전자금융(주),063570,2020/12,198780,276800
한국전자인증(주),041460,2020/12,37575,17309
한국정밀기계(주),101680,2020/12,51924,30389
한국정보공학(주),039740,2020/12,41514,34700
한국정보인증(주),053300,2020/12,79281,27725
한국정보통신(주),025770,2020/12,249927,118599
한국조선해양(주),009540,2020/12,1422141,348269
한국주강(주),025890,2020/12,13913,16447
한국지역난방공사,071320,2020/12,581768,4268123
한국철강(주),104700,2020/12,576286,171945
한국캐피탈(주),023760,2020/12,,
한국컴퓨터(주),054040,2020/12,71902,19846
한국콜마(주),161890,2020/12,463330,486333
한국콜마홀딩스(주),024720,2020/12,85156,230620
한국타이어앤테크놀로지(주),161390,2020/12,2008799,1758596
한국투자금융지주(주),071050,2020/12,,
한국프랜지공업(주),010100,2020/12,259364,249098
한국항공우주산업(주),047810,2020/12,3116348,3868424
한국화장품(주),123690,2020/12,28130,12205
한라아이엠에스(주),092460,2020/12,50302,47752
한미반도체(주),042700,2020/12,208594,70799
한미사이언스(주),008930,2020/12,8791,80388
한미약품(주),128940,2020/12,351236,960636
한성기업(주),003680,2020/12,103049,145267
한세실업(주),105630,2020/12,611734,441067
한세엠케이(주),069640,2020/12,72689,34608
한세예스24홀딩스(주),016450,2020/12,2609,85778
한솔로지스틱스(주),009180,2020/12,72079,110222
한솔아이원스(주),114810,2020/12,51001,107048
한솔인티큐브(주),070590,2020/12,34199,15557
한솔제지(주),213500,2020/12,496147,1016226
한솔테크닉스(주),004710,2020/12,184634,198957
한솔피엔에스(주),010420,2020/12,89360,63471
한솔홀딩스(주),004150,2020/12,56289,10439
한신공영(주),004960,2020/12,926898,1001405
한신기계공업(주),011700,2020/12,62676,11508
한양디지텍(주),078350,2020/12,31749,48564
한양이엔지(주),045100,2020/12,270596,158925
한양증권(주),001750,2020/12,,
한온시스템(주),018880,2020/12,1467877,3511775
한올바이오파마(주),009420,2020/12,129174,38699
한일단조공업(주),024740,2020/12,70844,112151
한일사료(주),005860,2020/12,41870,29177
한일시멘트(주),300720,2020/12,476442,705388
한일철강(주),002220,2020/12,58176,141868
한일현대시멘트(주),006390,2020/12,199827,307055
한일홀딩스(주),003300,2020/12,343469,486183
한일화학공업(주),007770,2020/12,82027,44553
한전산업개발(주),130660,2020/12,79162,78239
한전케이피에스(주),051600,2020/12,755454,296515
한창산업(주),079170,2020/12,39103,7611
한화생명보험(주),088350,2020/12,,
한화손해보험(주),000370,2020/12,,
한화솔루션(주),009830,2020/12,2092799,4902193
한화시스템(주),272210,2020/12,1677783,1657881
한화에어로스페이스(주),012450,2020/12,1553913,2645825
한화투자증권(주),003530,2020/12,,
해성디에스(주),195870,2020/12,173983,151407
해성산업(주),034810,2020/12,19168,217845
해성옵틱스(주),076610,2020/12,22360,45439
해태제과식품(주),101530,2020/12,116347,318016
핸즈코퍼레이션(주),143210,2020/12,203282,245510
헝셩그룹유한회사,900270,2020/12,,
현대건설(주),000720,2020/12,8124990,6360125
현대건설기계(주),267270,2020/12,1101501,1086821
현대글로비스(주),086280,2020/12,4613953,4827707
현대두산인프라코어(주),042670,2020/12,1543509,3679161
현대로템(주),064350,2020/12,2715283,2784254
현대모비스(주),012330,2020/12,15374153,7150182
현대무벡스(주),319400,2020/12,,
현대바이오사이언스(주),048410,2020/12,41545,40007
현대비앤지스틸(주),004560,2020/12,402475,217164
현대약품(주),004310,2020/11,80503,67361
현대에너지솔루션(주),322000,2020/12,312931,128234
현대에이치티(주),039010,2020/12,56380,22083
현대엘리베이터(주),017800,2020/12,924471,917153
현대오토에버(주),307950,2020/12,696449,414610
현대위아(주),011210,2020/12,2794344,2754474
현대일렉트릭앤에너지시스템(주),267260,2020/12,1306018,1388349
현대자동차(주),005380,2020/12,24612104,25063780
현대제철(주),004020,2020/12,7789956,16049823
현대중공업(주),329180,2020/12,6999258,8438871
현대차증권(주),001500,2020/12,,
현대코퍼레이션(주),011760,2020/12,436786,475905
현대코퍼레이션홀딩스(주),227840,2020/12,77631,33767
현대해상화재보험(주),001450,2020/12,,
현우산업(주),092300,2020/12,80020,98693
호전실업(주),111110,2020/12,152008,100836
화성밸브(주),039610,2020/12,59509,26956
화성산업(주),002460,2020/12,339511,133611
화일약품(주),061250,2020/12,106395,12816
화천기계(주),010660,2020/12,63210,26338
화천기공(주),000850,2020/12,127171,68958
환인제약(주),016580,2020/12,212723,32885
효성아이티엑스(주),094280,2020/12,56743,111798
효성중공업(주),298040,2020/12,956926,1982729
효성첨단소재(주),298050,2020/12,213796,727805
효성티앤씨(주),298020,2020/12,404059,735788
효성화학(주),298000,2020/12,270816,1094506
휴림네트웍스(주),192410,2020/12,60484,34140
휴림로봇(주),090710,2020/12,38639,53573
휴마시스(주),205470,2020/12,42484,19508
휴젤(주),145020,2020/12,552590,191023
흥구석유(주),024060,2020/12,27688,4121
흥국화재해상보험(주),000540,2020/12,,
흥아해운(주),003280,2020/12,51276,304929
