,종목코드,외국인체결강도
1165,039740,50.8777
1166,039830,86.1436
1167,039840,102.1747
1168,039860,90.831
1169,039980,225.5276
1170,040160,130.6904
1171,040300,151.127
1172,040350,94.5833
1173,040420,186.2002
1174,040610,97.4195
1175,040910,88.4464
1176,041020,132.2655
1177,041140,122.993
1178,041190,101.8923
1179,041440,143.4134
1180,041460,95.3006
1181,041510,89.8468
1182,041520,98.3805
1183,041590,150.3018
1184,041830,154.6319
1185,041910,139.0583
1186,041920,93.6366
1187,041930,93.1271
1188,041960,32.1195
1189,042000,109.2375
1190,042040,87.1951
1191,042110,154.5848
1192,042370,86.8712
1193,042420,78.8875
1194,042500,138.052
1195,042510,99.8727
1196,042520,102.505
1197,042600,88.1984
1198,042940,88.6583
1199,043090,100.0155
1200,043150,216.117
1201,043200,136.2622
1202,043220,168.2716
1203,043260,94.9541
1204,043290,91.3371
1205,043340,250.582
1206,043360,156.0003
1207,043370,118.7285
1208,043610,98.8253
1209,043650,114.33
1210,043710,114.1432
1211,043910,86.4314
1212,044060,104.6446
1213,044180,95.6092
1214,044340,79.8573
1215,044480,103.2614
1216,044490,155.7852
1217,044780,132.8595
1218,044960,76.4167
1219,045060,218.9592
1220,045100,72.8057
1221,045300,121.3082
1222,045340,106.6481
1223,045390,104.5586
1224,045510,169.262
1225,045520,136.8779
1226,045660,102.3829
1227,045890,91.1763
1228,045970,138.7745
1229,046070,146.9516
1230,046110,126.7553
1231,046120,84.9637
1232,046140,149.8643
1233,046210,80.7666
1234,046310,86.8176
1235,046390,96.2675
1236,046440,63.1052
1237,046890,66.5618
1238,046940,110.8699
1239,046970,170.9213
1240,047080,100.931
1241,047310,84.4667
1242,047560,101.7665
1243,047770,98.0166
1244,047820,104.1839
1245,047920,93.644
1246,048260,121.4678
1247,048410,94.8422
1248,048430,181.9089
1249,048470,66.841
1250,048530,102.6023
1251,048550,162.3805
1252,048770,102.9658
1253,048830,98.1059
1254,048870,96.3921
1255,048910,95.1003
1256,049070,81.7541
1257,049080,98.3466
1258,049120,89.8759
1259,049180,75.8316
1260,049430,163.453
1261,049470,201.9419
1262,049480,124.9288
1263,049520,81.7003
1264,049550,97.2685
1265,049630,126.82
1266,049720,155.2904
1267,049830,64.2985
1268,049950,37.1047
1269,049960,35.9655
1270,050090,94.0821
1271,050110,96.1916
1272,050120,88.2213
1273,050760,96.386
1274,050860,143.0998
1275,050890,102.0356
1276,050960,103.713
1277,051160,127.8727
1278,051360,120.3512
1279,051370,98.8835
1280,051380,195.0642
1281,051390,59.9046
1282,051490,93.0752
1283,051500,61.521
1284,051780,144.8036
1285,051980,95.1027
1286,052020,71.1888
1287,052220,100.3444
1288,052260,43.3014
1289,052300,75.4236
1290,052330,91.8712
1291,052400,101.1566
1292,052420,100.0139
1293,052460,100.264
1294,052600,102.0367
1295,052670,120.107
1296,052710,97.1513
1297,052790,123.6745
1298,052860,173.8939
1299,052900,102.1378
1300,053030,94.1421
1301,053050,192.6199
1302,053060,88.6362
1303,053080,90.637
1304,053110,100.2541
1305,053160,107.2355
1306,053260,77.4026
1307,053270,86.1455
1308,053280,161.3284
1309,053290,105.0946
1310,053300,84.3291
1311,053350,217.9037
1312,053450,101.0373
1313,053580,129.6355
1314,053590,87.9118
1315,053610,96.6232
1316,053620,82.2032
1317,053700,116.0077
1318,053800,83.1368
1319,053950,108.2435
1320,053980,65.2236
1321,054040,109.9534
1322,054050,177.698
1323,054090,100.1234
1324,054180,102.4852
1325,054210,95.7913
1326,054300,83.2952
1327,054410,97.1263
1328,054450,90.2539
1329,054540,119.9563
1330,054620,107.6211
1331,054630,100.653
1332,054670,47.8741
1333,054780,88.1822
1334,054800,9.4766
1335,054920,100.6526
1336,054930,167.2743
1337,054940,78.856
1338,054950,150.3026
1339,056080,93.6204
1340,056090,119.0847
1341,056190,57.9057
1342,056360,96.7352
1343,056700,98.1709
1344,057030,113.6376
1345,057540,97.0966
1346,057680,72.3138
1347,057880,69.5047
1348,058110,107.4479
1349,058470,116.4487
1350,058610,60.1093
1351,058630,103.0469
1352,058820,79.1635
1353,059090,107.4083
1354,059100,81.3144
1355,059120,91.9681
1356,059210,80.9908
1357,060150,143.0631
1358,060230,75.5836
1359,060240,103.4516
1360,060250,84.7063
1361,060260,135.8459
1362,060280,118.8817
1363,060310,132.0931
1364,060370,96.6073
1365,060380,126.478
1366,060480,172.3151
1367,060540,258.3522
1368,060560,97.737
1369,060570,152.858
1370,060590,92.1099
1371,060720,103.2702
1372,060850,190.6105
1373,060900,130.5527
1374,061040,98.4435
1375,061250,81.725
1376,061970,82.1181
1377,062860,146.4396
1378,062970,65.7507
1379,063080,96.6476
1380,063170,100.5123
1381,063440,103.7799
1382,063570,101.3594
1383,063760,89.1933
1384,064090,103.7265
1385,064240,114.3531
1386,064260,98.7585
1387,064290,103.4864
1388,064480,146.8533
1389,064510,183.0297
1390,064550,49.992
1391,064760,145.8625
1392,064800,184.9932
1393,064820,114.6602
1394,064850,95.8476
1395,065060,52.3585
1396,065130,99.7303
1397,065170,153.1502
1398,065350,76.8663
1399,065370,60.5762
1400,065440,143.6847
1401,065450,103.0065
1402,065500,99.618
1403,065510,80.5598
1404,065530,140.2668
1405,065570,99.5676
1406,065650,106.336
1407,065660,85.976
1408,065680,154.8114
1409,065690,76.0602
1410,065710,90.5098
1411,065770,126.5065
1412,065950,95.6316
1413,066130,104.9986
1414,066310,52.8298
1415,066360,98.1267
1416,066410,138.0015
1417,066430,123.0019
1418,066590,75.6957
1419,066620,175.4406
1420,066670,72.4981
1421,066700,83.79
1422,066900,115.2805
1423,066910,90.2052
1424,066970,123.9514
1425,066980,55.6167
1426,067000,98.2148
1427,067010,100.7475
1428,067080,54.4054
1429,067160,102.5191
1430,067170,221.2187
1431,067280,117.5064
1432,067290,118.2915
1433,067310,80.3757
1434,067390,84.706
1435,067570,112.1353
1436,067630,114.8355
1437,067730,99.4616
1438,067770,56.9967
1439,067900,67.5148
1440,067920,143.2838
1441,067990,51.8187
1442,068050,97.173
1443,068240,91.5866
1444,068330,130.2012
1445,068760,77.5944
1446,068790,106.1994
1447,068930,62.8734
1448,068940,79.9234
1449,069080,76.855
1450,069110,96.584
1451,069140,87.713
1452,069410,169.6079
1453,069510,38.0281
1454,069920,121.2887
1455,070590,158.1204
1456,071200,94.3004
1457,071280,111.1311
1458,071460,125.9337
1459,071670,86.1974
1460,071850,107.3643
1461,072020,97.356
1462,072470,128.3157
1463,072520,91.6763
1464,072770,106.1681
1465,072870,250.4595
1466,072950,179.1862
1467,072990,192.2619
1468,073010,112.0302
1469,073110,103.1929
1470,073190,97.5072
1471,073490,77.3892
1472,073540,110.7034
1473,073560,88.8438
1474,073570,96.7239
1475,073640,38.6486
1476,074430,95.674
1477,074600,123.6728
1478,075130,113.4951
1479,075970,102.8054
1480,076080,138.1866
1481,076610,88.0367
1482,077360,110.556
1483,078020,184.3827
1484,078070,67.4845
1485,078130,111.9552
1486,078140,318.0047
1487,078150,96.7525
1488,078160,109.8865
1489,078340,73.6814
1490,078350,214.5399
1491,078590,101.4449
1492,078600,95.4227
1493,078650,133.8639
1494,078860,87.5274
1495,078890,104.1016
1496,078940,59.8915
1497,079000,181.9543
1498,079170,88.8715
1499,079370,96.5551
1500,079650,141.7229
1501,079810,147.4109
1502,079940,113.8438
1503,079950,53.353
1504,079960,61.502
1505,079970,101.3245
1506,080000,86.429
1507,080010,22.0075
1508,080160,53.1119
1509,080220,95.4989
1510,080420,92.4725
1511,080470,97.2169
1512,080520,70.2094
1513,080530,149.9322
1514,080580,103.6208
1515,080720,118.2491
1516,081150,97.3129
1517,081580,138.911
1518,082210,65.2215
1519,082270,96.1754
1520,082660,144.298
1521,082800,117.4363
1522,082850,80.3127
1523,082920,94.7846
1524,083310,113.2524
1525,083450,96.1636
1526,083500,109.6996
1527,083550,155.935
1528,083640,100.8014
1529,083650,98.6947
1530,083660,94.9608
1531,083790,100.6428
1532,083930,66.3209
1533,084110,89.758
1534,084180,106.8433
1535,084370,93.7838
1536,084650,96.7628
1537,084730,92.0764
1538,084850,82.0356
1539,084990,102.7844
1540,085370,91.5029
1541,085660,88.6004
1542,085670,113.9576
1543,085810,98.0596
1544,085910,179.6199
1545,086040,37.4458
1546,086060,100.3763
1547,086390,112.2264
1548,086450,47.1774
1549,086520,86.5535
1550,086670,136.6682
1551,086710,124.0022
1552,086820,93.8882
1553,086890,98.7299
1554,086900,90.9757
1555,086960,81.2369
1556,086980,100.9146
1557,087010,86.0481
1558,087260,107.1365
1559,087600,104.4231
1560,088130,38.4403
1561,088290,87.8627
1562,088390,165.0364
1563,088800,103.6356
1564,088910,95.8061
1565,089010,36.9503
1566,089030,52.2657
1567,089140,103.9279
1568,089150,99.0448
1569,089230,125.615
1570,089530,96.9006
1571,089600,123.9085
1572,089790,67.6693
1573,089850,150.6755
1574,089890,96.5215
1575,089970,130.5454
1576,089980,82.3506
1577,090150,107.9455
1578,090360,87.7611
1579,090410,92.5402
1580,090460,63.4258
1581,090470,66.6572
1582,090710,120.0337
1583,090740,124.2107
1584,090850,126.5029
1585,091120,51.0199
1586,091340,98.7048
1587,091440,246.2928
1588,091580,102.1927
1589,091590,130.8905
1590,091700,89.4507
1591,091970,77.7661
1592,091990,69.8635
1593,092040,103.5499
1594,092070,86.1021
1595,092130,88.2668
1596,092190,105.7289
1597,092300,68.5431
1598,092460,87.2693
1599,092600,112.7803
1600,092730,204.5494
1601,092870,129.0137
1602,093190,492.3584
1603,093320,155.1946
1604,093380,103.9105
1605,093520,121.6097
1606,093640,90.2245
1607,093920,106.798
1608,094170,88.1664
1609,094360,102.3229
1610,094480,101.7069
1611,094820,157.184
1612,094840,76.4987
1613,094850,88.9645
1614,094860,92.11
1615,094940,89.425
1616,094970,91.0032
1617,095190,99.9045
1618,095270,100.8229
1619,095340,95.4617
1620,095500,104.2954
1621,095610,125.7628
1622,095660,116.1001
1623,095700,94.8876
1624,095910,102.3826
1625,096040,99.3871
1626,096240,144.8486
1627,096350,109.9835
1628,096530,74.7912
1629,096610,95.2796
1630,096630,118.7533
1631,096640,94.235
1632,096690,86.594
1633,096870,119.9265
1634,097520,81.3935
1635,097780,124.8456
1636,097800,123.0623
1637,097870,241.0322
1638,098120,81.3665
1639,098460,100.1792
1640,098660,72.6673
1641,099190,121.4316
1642,099220,67.1192
1643,099320,74.4827
1644,099410,213.5833
1645,099440,99.8344
1646,099520,66.8149
1647,099750,48.1566
1648,100030,84.1329
1649,100090,101.8237
1650,100120,240.3193
1651,100130,130.6287
1652,100590,160.7061
1653,100660,121.8838
1654,100700,107.7504
1655,100790,106.1631
1656,101000,126.7662
1657,101160,95.0761
1658,101170,132.1722
1659,101240,124.6228
1660,101330,100.3686
1661,101360,113.0127
1662,101390,90.7874
1663,101400,96.2138
1664,101490,115.4466
1665,101670,122.7795
1666,101730,91.3456
1667,101930,93.6367
1668,102120,82.7321
1669,102710,92.5215
1670,102940,73.9967
1671,103840,95.9974
1672,104040,100.2503
1673,104200,108.4055
1674,104460,123.9028
1675,104480,132.9142
1676,104540,73.2707
1677,104620,77.7437
1678,104830,95.6401
1679,105330,65.6137
1680,105550,106.6616
1681,105740,132.5475
1682,106190,118.3963
1683,106240,134.6933
1684,106520,86.0282
1685,108230,81.8541
1686,108320,71.9136
1687,108380,125.062
1688,108490,100.4008
1689,108860,122.5434
1690,109080,111.3079
1691,109610,102.9907
1692,109740,72.799
1693,109820,32.1077
1694,109860,84.9693
1695,109960,90.9789
1696,110020,64.3632
1697,110790,112.9609
1698,110990,81.642
1699,111710,114.8787
1700,111870,75.784
1701,112040,133.6279
1702,113810,166.0139
1703,114120,98.7007
1704,114450,83.9877
1705,114630,135.7897
1706,114810,114.5707
1707,115160,135.2255
1708,115180,65.7109
1709,115310,100.0
1710,115440,46.452
1711,115450,121.3717
1712,115480,127.82
1713,115500,104.4457
1714,115570,94.5614
1715,115610,104.5451
1716,115960,101.2296
1717,117670,99.2276
1718,117730,85.187
1719,118990,101.2543
1720,119500,109.5264
1721,119610,82.2419
1722,119830,139.7276
1723,119850,147.535
1724,119860,60.8457
1725,120240,93.3723
1726,121440,75.1193
1727,121600,99.0735
1728,121800,98.1698
1729,121850,76.0812
1730,122310,131.6296
1731,122350,92.6304
1732,122450,80.0118
1733,122640,88.7822
1734,122690,123.7992
1735,122870,64.6235
1736,122990,48.8479
1737,123010,122.4572
1738,123040,100.8825
1739,123330,71.3431
1740,123410,74.3165
1741,123420,104.4338
1742,123570,276.343
1743,123750,117.6585
1744,123840,68.9913
1745,123860,50.6964
1746,124500,75.0952
1747,124560,95.7762
1748,125210,109.7242
1749,126340,92.1354
1750,126600,91.826
1751,126640,93.6389
1752,126700,127.2784
1753,126870,116.1683
1754,126880,89.0737
1755,127120,71.9399
1756,127710,233.9234
1757,128540,99.9794
1758,128660,91.1429
1759,129890,138.9448
1760,130500,245.672
1761,130580,161.6835
1762,130740,119.1456
1763,131030,114.196
1764,131090,26.1094
1765,131100,93.2234
1766,131180,191.5687
1767,131220,126.9992
1768,131290,94.9024
1769,131370,64.2976
1770,131390,98.1459
1771,131400,151.7457
1772,131760,122.9018
1773,131970,101.3964
1774,133750,95.9481
1775,134060,108.4721
1776,134580,72.3387
1777,136480,106.9109
1778,136510,83.9721
1779,136540,77.7702
1780,137400,92.4628
1781,137940,87.3742
1782,137950,131.1546
1783,138070,82.2959
1784,138080,68.1799
1785,138580,136.557
1786,138610,116.0268
1787,138690,98.3014
1788,139050,128.3619
1789,139670,86.8542
1790,140070,78.407
1791,140410,94.1773
1792,140520,99.431
1793,140670,97.3383
1794,140860,136.0802
1795,141000,60.9215
1796,141070,109.8583
1797,141080,143.8176
1798,142210,86.0547
1799,142280,49.609
1800,142760,100.1285
1801,143160,62.552
1802,143240,251.3619
1803,143540,35.952
1804,144510,106.09
1805,144960,103.5282
1806,145020,107.7859
1807,147760,107.7502
1808,147830,197.7137
1809,148140,94.3709
1810,148150,140.5787
1811,148250,119.1008
1812,149950,61.5251
1813,149980,162.8468
1814,150840,110.0098
1815,150900,121.6914
1816,151860,113.9468
1817,151910,76.6793
1818,153460,35.2713
1819,153490,64.9031
1820,153710,55.9076
1821,154030,104.0209
1822,154040,144.5104
1823,155650,91.0144
1824,156100,65.3002
1825,158430,93.7995
1826,159580,98.4621
1827,160550,106.8967
1828,160980,74.0795
1829,161570,66.5518
1830,161580,112.6616
1831,163730,96.4595
1832,164060,116.6096
1833,166090,191.4466
1834,166480,54.8332
1835,169330,210.5028
1836,170030,91.675
1837,170790,172.2659
1838,170920,64.897
1839,171010,86.4113
1840,171090,105.3085
1841,171120,143.0527
1842,173130,84.081
1843,173940,76.4567
1844,174880,99.1692
1845,174900,86.9769
1846,175140,161.6932
1847,175250,101.0655
1848,177350,91.1653
1849,177830,180.275
1850,178320,98.6262
1851,178920,183.638
1852,179290,71.7688
1853,179900,147.2441
1854,181340,76.0515
1855,182360,84.0791
1856,182400,121.189
1857,182690,109.8416
1858,183300,105.5288
1859,183490,101.8914
1860,184230,104.7743
1861,185490,98.6738
1862,186230,84.2646
1863,187220,62.5374
1864,187270,114.1822
1865,187420,77.2711
1866,187790,112.1776
1867,187870,78.5927
1868,189300,80.7407
1869,189330,123.8724
1870,189690,133.1125
1871,189860,174.2036
1872,189980,99.3051
1873,190510,137.9752
1874,190650,148.1644
1875,191410,142.7369
1876,191420,125.7582
1877,192250,100.8283
1878,192390,177.9667
1879,192410,103.7541
1880,192440,95.1312
1881,193250,99.6649
1882,194480,95.91
1883,194700,105.4537
1884,195500,72.3014
1885,195990,63.6097
1886,196170,74.9023
1887,196300,70.7774
1888,196490,111.5499
1889,196700,122.8698
1890,197140,74.7744
1891,198080,33.3345
1892,198440,100.2275
1893,1990V1,150.2816
1894,199820,119.7716
1895,200130,64.1761
1896,200230,77.7794
1897,200470,80.5287
1898,200670,123.1453
1899,200710,80.9171
1900,200780,108.0878
1901,201490,47.7281
1902,203450,104.4473
1903,203650,96.7874
1904,203690,51.9186
1905,204020,151.578
1906,204270,45.6737
1907,204620,78.8928
1908,204630,102.2499
1909,204840,111.1556
1910,205100,96.2226
1911,205470,91.0569
1912,205500,133.7391
1913,206400,76.8357
1914,206560,96.8425
1915,206640,49.9207
1916,206650,118.1279
1917,207760,151.6369
1918,208140,99.9718
1919,208340,57.4794
1920,208350,110.3749
1921,208370,176.3061
1922,208640,110.916
1923,208710,98.5268
1924,208860,118.3738
1925,211270,104.2548
1926,2114A1,122.6182
1927,2115T1,318.4461
1928,212560,89.2563
1929,213090,0.0
1930,213420,104.6056
1931,214150,72.9222
1932,214180,122.7326
1933,214260,103.6138
1934,214270,101.424
1935,214310,106.4552
1936,214370,70.4771
1937,214430,215.2685
1938,214450,145.7414
1939,214610,82.5458
1940,214680,91.7928
1941,214870,107.9106
1942,215000,89.4391
1943,215090,135.6718
1944,215100,89.0347
1945,215200,84.2914
1946,215360,125.2607
1947,215380,62.1357
1948,215480,93.7859
1949,215790,158.138
1950,216050,88.8179
1951,216080,83.5171
1952,217190,86.6473
1953,217270,110.8327
1954,217330,77.6917
1955,217480,81.6752
1956,217500,100.3985
1957,217600,85.5634
1958,217620,102.7205
1959,217730,70.7685
1960,217820,90.417
1961,218150,117.5713
1962,218410,86.8291
1963,219130,89.9894
1964,219420,190.8083
1965,219550,127.6045
1966,219750,108.6546
1967,220100,55.9071
1968,220180,116.6039
1969,220260,104.319
1970,220630,95.0814
1971,221610,98.3229
1972,221840,135.4923
1973,221980,124.7111
1974,222040,94.3804
1975,222080,91.6235
1976,222110,89.0947
1977,222420,109.3719
1978,222800,93.7448
1979,222810,93.8053
1980,222980,100.8412
1981,223250,100.0617
1982,224060,93.3505
1983,224110,112.077
1984,225190,96.0255
1985,225220,93.9041
1986,225330,121.8364
1987,225430,112.0551
1988,225530,97.3874
1989,225570,84.2938
1990,225590,129.8022
1991,226330,84.3285
1992,226340,81.7945
1993,226360,83.456
1994,226400,40.2708
1995,226440,91.1139
1996,226950,127.3476
1997,227100,135.0431
1998,227610,86.3768
1999,227950,94.1377
2000,228340,114.5069
2001,228670,73.1597
2002,228760,48.9214
2003,228850,289.508
2004,229000,90.0902
2005,230240,94.0928
2006,230360,59.363
2007,230980,130.5847
2008,232140,60.758
2009,234100,99.0639
2010,234300,91.4193
2011,234340,122.0742
2012,234690,54.7037
2013,234920,129.8209
2014,235980,91.607
2015,236200,59.3703
2016,236810,100.4091
2017,237690,115.9121
2018,237750,130.3679
2019,237820,67.6686
2020,237880,67.9284
2021,238090,103.553
2022,238120,63.8177
2023,238200,114.8601
2024,238490,103.3774
2025,239340,107.0934
2026,239610,114.4294
2027,239890,99.309
2028,240810,73.6468
2029,241520,90.6549
2030,241690,126.731
2031,241710,150.7888
2032,241770,114.7375
2033,241790,121.7574
2034,241820,120.2789
2035,241840,91.8055
2036,242040,115.4946
2037,243070,139.5311
2038,243840,71.6667
2039,244460,111.1113
2040,245620,39.8914
2041,246690,101.8976
2042,246710,114.4814
2043,246720,92.9444
2044,246960,116.8891
2045,247540,127.1357
2046,247660,100.3916
2047,250000,132.097
2048,250060,99.0844
2049,250930,186.8899
2050,251370,102.6318
2051,251630,107.3634
2052,251970,82.1274
2053,252500,105.9286
2054,253450,162.7881
2055,253590,108.2074
2056,253840,66.6785
2057,254120,163.8101
2058,255220,290.8049
2059,255440,80.6258
2060,256150,128.7701
2061,256630,100.5253
2062,256840,102.0709
2063,256940,103.4637
2064,258610,108.4123
2065,258790,89.8615
2066,258830,111.1125
2067,259630,102.8285
2068,260660,32.9356
2069,260930,98.0368
2070,261200,78.2529
2071,262260,95.4172
2072,262840,133.654
2073,263020,89.9907
2074,263050,64.623
2075,263600,112.7896
2076,263690,81.203
2077,263700,101.0203
2078,263720,85.5823
2079,263750,75.827
2080,263770,113.9205
2081,263800,160.5181
2082,263810,88.1603
2083,263860,118.509
2084,264450,90.1726
2085,264660,129.4085
2086,264850,111.0166
2087,265520,81.6015
2088,265560,100.8437
2089,265740,127.7293
2090,267320,90.6335
2091,267790,91.2906
2092,267980,81.9266
2093,268600,68.3063
2094,269620,88.1518
2095,270520,110.6726
2096,270870,92.0036
2097,272110,97.366
2098,272290,107.8398
2099,273060,72.2582
2100,274090,107.6981
2101,275630,101.4807
2102,277070,182.7696
2103,277410,190.9714
2104,277810,86.8872
2105,277880,107.7377
2106,278280,128.2825
2107,278650,95.756
2108,279600,128.1741
2109,281740,100.0394
2110,282880,84.339
2111,284620,71.515
2112,285490,103.3607
2113,286750,100.1664
2114,287410,115.8426
2115,288330,87.9138
2116,288620,127.5542
2117,289010,116.7939
2118,289080,124.6538
2119,289220,68.9586
2120,290120,59.2459
2121,290270,223.2317
2122,290380,66.6932
2123,290510,86.0547
2124,290520,73.9198
2125,290550,84.4519
2126,290650,91.2119
2127,290660,185.9878
2128,290670,109.9562
2129,290690,108.7664
2130,290720,148.9214
2131,290740,229.6805
2132,291650,111.7736
2133,293490,162.3154
2134,293580,93.5362
2135,293780,103.5354
2136,294090,137.308
2137,294140,75.2741
2138,294630,135.9046
2139,297090,93.3382
2140,297570,100.2119
2141,297890,130.402
2142,298060,128.5326
2143,298380,69.4569
2144,298540,107.47
2145,299030,90.5801
2146,299170,110.9171
2147,299660,112.5555
2148,299900,98.0123
2149,299910,102.1365
2150,300080,175.9513
2151,300120,129.1313
2152,301300,95.765
2153,302430,92.7501
2154,302550,97.5244
2155,303030,106.5835
2156,304100,123.8717
2157,304840,80.1047
2158,305090,100.04
2159,306040,84.834
2160,306620,76.7044
2161,307070,151.5695
2162,307160,921.5909
2163,307180,162.9125
2164,307280,83.7326
2165,307750,99.4128
2166,307930,101.6486
2167,308100,117.9327
2168,309930,94.5431
2169,310200,438.4198
2170,310840,100.0
2171,311390,186.3519
2172,311690,101.8192
2173,312610,118.3796
2174,313750,986.0
2175,313760,87.7988
2176,314130,56.9487
2177,314930,95.5965
2178,317030,100.0
2179,317120,82.735
2180,317240,93.7609
2181,317320,118.8087
2182,317330,93.8587
2183,317530,77.9055
2184,317690,47.8079
2185,317770,170.0078
2186,317830,95.4112
2187,317850,116.9612
2188,317870,118.6597
2189,318000,118.0276
2190,318010,150.2914
2191,318020,105.0544
2192,318410,110.4467
2193,319400,97.7654
2194,319660,106.4516
2195,320000,94.1422
2196,321260,82.243
2197,321550,101.4686
2198,321820,127.3568
2199,322180,76.0561
2200,322310,121.4112
2201,322510,92.5976
2202,322780,102.4095
2203,323210,inf
2204,323230,106.202
2205,323280,inf
2206,323940,52.4664
2207,323990,129.8103
2208,327260,135.0541
2209,328380,239.0244
2210,329560,inf
2211,330350,66.4624
2212,330860,105.8495
2213,330990,0.0
2214,331380,64.8571
2215,331920,90.5873
2216,332290,51.1335
2217,332370,83.7493
2218,332570,40.8344
2219,332710,100.0
2220,333050,174.744
2221,333430,107.2895
2222,334970,89.1037
2223,335810,212.1682
2224,335870,3.861
2225,335890,15.9587
2226,336060,200.0
2227,337930,99.5343
2228,338220,135.2861
2229,339950,150.8066
2230,340120,inf
2231,340360,170.5983
2232,340440,56.9721
2233,340570,129.3927
2234,340930,108.1566
2235,341160,28.8235
2236,342550,inf
2237,344050,inf
2238,344390,9.6162
2239,347000,99.0362
2240,347140,inf
2241,347700,75.6401
2242,347740,116.6622
2243,347770,119.9906
2244,347860,104.313
2245,347890,82.8797
2246,348030,109.8318
2247,348150,99.7717
2248,348210,158.2024
2249,348350,97.2093
2250,352700,111.2006
2251,352770,139.4051
2252,352940,107.1576
2253,353060,0.5407
2254,353490,202.4502
2255,353810,103.9274
2256,354200,97.1274
2257,356860,15.2704
2258,356890,97.5969
2259,357550,96.5422
2260,357780,75.3164
2261,359090,153.2609
2262,361390,58.8561
2263,366330,198.8462
2264,367340,0.0
2265,367360,42.3025
2266,367460,0.6452
2267,369370,86.0465
2268,373200,0.0
2269,392070,105.4127
2270,392080,58.4095
2271,392100,40.096
2272,3931T1,139.0402
2273,840090,143.11
2274,840110,155.1762
2275,840140,67.788
2276,840150,61.4756
